Equipment_ID,Equipment_Type,Date,Equipment_Type_enc,Shift_enc,Road_Condition_enc,Operator_Experience_Yr,Engine_Temp_C,Oil_Pressure_bar,Vibration_mms,Fuel_Consumption_Lhr,Tyre_Pressure_PSI,Coolant_Level,Battery_Voltage_V,Hydraulic_Pressure_bar,Exhaust_Temp_C,RPM,Engine_Temp_C_Lower_Limit,Engine_Temp_C_Upper_Limit,Oil_Pressure_bar_Lower_Limit,Oil_Pressure_bar_Upper_Limit,Vibration_mms_Lower_Limit,Vibration_mms_Upper_Limit,Fuel_Consumption_Lhr_Lower_Limit,Fuel_Consumption_Lhr_Upper_Limit,Tyre_Pressure_PSI_Lower_Limit,Tyre_Pressure_PSI_Upper_Limit,Coolant_Level_Lower_Limit,Coolant_Level_Upper_Limit,Battery_Voltage_V_Lower_Limit,Battery_Voltage_V_Upper_Limit,Hydraulic_Pressure_bar_Lower_Limit,Hydraulic_Pressure_bar_Upper_Limit,Exhaust_Temp_C_Lower_Limit,Exhaust_Temp_C_Upper_Limit,RPM_Lower_Limit,RPM_Upper_Limit,Engine_Temp_C_Status_enc,Oil_Pressure_bar_Status_enc,Vibration_mms_Status_enc,Fuel_Consumption_Lhr_Status_enc,Tyre_Pressure_PSI_Status_enc,Coolant_Level_Status_enc,Battery_Voltage_V_Status_enc,Hydraulic_Pressure_bar_Status_enc,Exhaust_Temp_C_Status_enc,RPM_Status_enc,Operating_Hours,Load_Cycles_per_Day,Temp_Oil_Ratio,Vib_RPM_Ratio,Health_Score,High_Risk,Year,Month,Day_of_Week,Maintenance_Type_enc,PM_Interval_Hours,Next_PM_Due_Hours,PM_Status_enc,Maintenance_Cost_INR,Estimated_Downtime_Hrs,Last_Maintenance_Type_enc,Days_Since_Last_Maintenance,Maintenance_Team_enc,Engine_Condition_enc,Tyre_Condition_enc,Hydraulic_Condition_enc,Brake_Condition_enc,Electrical_Condition_enc,Fuel_System_Condition_enc,Transmission_Condition_enc,Cooling_System_Condition_enc,Engine_Replacement_Needed_enc,Tyre_Replacement_Needed_enc,Hydraulic_Replacement_Needed_enc,Brake_Replacement_Needed_enc,Electrical_Replacement_Needed_enc,Engine_Life_Remaining_pct,Tyre_Life_Remaining_pct,Hydraulic_Life_Remaining_pct,Battery_Life_Remaining_pct,Brake_Life_Remaining_pct,Failure_Type,Failure_Type_enc,Failure_Component,Failure_Component_enc,Maintenance_Priority,Maintenance_Priority_enc,Spare_Parts_Required,Prescriptive_Action,Days_to_Next_Failure,Failure
HEMM-SC01,Scraper,2022-03-13,5,2,1,9,92.1,4.45,2.08,27.1,80.1,0.91,25.2,163.0,318.9,1838.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,2370,49,20.7,1.1317,95.2,0,2022,3,6,0,300,30,2,5112,0.7,1,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,80.2,76.8,76.3,93.3,58.4,None,6,None,6,Low,2,No Parts Required,Plan PM in next 30 hours.,82,0
HEMM-G001,Grader,2022-08-07,4,1,0,15,84.7,4.04,1.76,28.9,85.7,0.88,25.7,169.0,352.2,1719.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,9100,95,20.97,1.0239,97.7,0,2022,8,6,3,300,200,3,13169,3.0,3,152,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,5.0,9.0,95.2,64.8,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,161,0
HEMM-L002,Wheel Loader,2021-01-17,6,2,1,18,80.9,4.08,1.97,42.8,78.1,0.8,24.8,171.8,308.8,1657.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,5105,89,19.83,1.1889,96.3,0,2021,1,6,0,250,145,3,4940,0.4,3,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,9.1,49.0,91.9,60.6,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,63,0
HEMM-D005,Dumper,2022-06-26,2,1,0,4,83.5,4.35,1.67,34.9,80.9,0.87,24.6,199.7,312.4,1694.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,9264,24,19.2,0.9858,98.8,0,2022,6,6,3,250,236,3,21270,3.3,2,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,55.5,7.4,91.1,66.6,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,110,0
HEMM-E002,Excavator,2022-12-04,3,1,0,9,91.8,4.25,1.71,40.9,79.8,0.87,23.9,164.8,347.3,1964.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,8480,67,21.6,0.8707,94.5,0,2022,12,6,3,200,120,3,29782,7.9,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3,5.0,15.2,88.5,65.8,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,43,0
HEMM-D002,Dumper,2021-07-09,2,2,1,14,83.0,4.85,2.19,36.2,85.6,0.85,24.6,175.1,325.2,1671.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,4733,10,17.11,1.3106,99.4,0,2021,7,4,0,250,17,1,4166,0.8,3,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,60.6,90.5,52.7,91.1,56.2,None,6,None,6,Low,2,No Parts Required,Perform scheduled PM now. PM interval: 250 hrs.,46,0
HEMM-D005,Dumper,2022-06-21,2,1,0,15,79.8,4.07,2.67,42.4,82.0,0.77,25.2,203.7,340.3,1756.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,9238,95,19.61,1.5205,95.8,0,2022,6,1,3,250,12,1,11423,3.4,0,71,3,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,5.0,7.6,93.3,46.6,None,6,None,6,Medium,3,No Parts Required,Perform scheduled PM now. PM interval: 250 hrs.,112,0
HEMM-D004,Dumper,2021-06-04,2,2,0,5,97.7,3.89,1.55,39.1,85.4,0.81,23.5,179.8,307.7,1674.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,9138,9,25.12,0.9259,90.6,0,2021,6,4,3,250,112,3,25054,5.0,3,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9,83.6,8.6,87.0,69.0,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,141,0
HEMM-D005,Dumper,2023-05-31,2,1,1,2,81.9,4.33,1.67,35.3,72.0,1.0,24.8,177.6,301.8,1742.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,5250,51,18.91,0.9587,95.2,0,2023,5,2,0,250,250,3,6392,0.4,1,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.2,46.4,47.5,91.9,66.6,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,91,0
HEMM-E002,Excavator,2022-05-27,3,2,2,4,91.0,4.54,2.3,29.7,84.2,0.94,24.2,170.0,325.6,1526.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,5994,104,20.04,1.5072,96.1,0,2022,5,4,0,200,6,1,3022,0.6,2,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,5.0,40.1,89.6,54.0,None,6,None,6,Low,2,No Parts Required,Perform scheduled PM now. PM interval: 200 hrs.,142,0
HEMM-DR01,Drill Rig,2021-11-13,1,1,0,6,99.8,3.58,4.5,38.7,85.1,0.83,24.5,162.7,344.8,1564.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,1,0,0,0,0,0,0,0,3100,117,27.88,4.4054,73.3,1,2021,11,5,1,150,50,0,149230,26.7,0,179,3,0,0,0,1,0,0,2,0,0,0,0,1,0,74.2,27.5,69.0,90.7,5.0,Transmission Failure,7,Transmission,7,Critical,0,No Parts Required,IMMEDIATE ACTION: Stop machine. Replace Transmission. Contact maintenance team.,5,1
HEMM-E003,Excavator,2022-07-01,3,1,1,4,69.4,4.83,1.55,40.6,87.8,0.87,23.6,169.7,323.4,1809.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,6467,116,14.37,0.8568,100.0,0,2022,7,4,0,200,133,3,2645,1.0,2,95,3,0,0,0,0,0,0,0,0,0,0,0,0,0,46.1,5.0,35.3,87.4,69.0,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,105,0
HEMM-E003,Excavator,2022-02-13,3,0,1,12,90.3,4.42,2.23,40.5,85.1,0.96,24.8,174.3,306.4,1874.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,5200,110,20.43,1.19,96.3,0,2022,2,6,0,200,200,3,6522,0.1,2,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.7,5.0,48.0,91.9,55.4,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,118,0
HEMM-E002,Excavator,2023-03-28,3,0,0,9,86.9,4.39,2.38,36.7,87.2,0.84,23.6,176.5,320.4,1968.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,1337,103,19.79,1.2093,97.4,0,2023,3,1,0,200,63,3,4401,0.9,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88.9,72.5,86.6,87.4,52.4,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,174,0
HEMM-L002,Wheel Loader,2023-03-30,6,2,1,18,83.1,4.83,2.36,38.5,78.5,0.98,24.6,165.2,342.9,1834.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,5625,8,17.2,1.2868,97.5,0,2023,3,3,0,250,125,3,7149,0.1,0,113,2,0,0,0,0,0,0,0,0,0,0,0,0,0,53.1,91.0,43.8,91.1,52.8,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,62,0
HEMM-B001,Dozer,2022-01-01,0,2,2,9,81.7,4.89,2.03,35.6,83.6,0.83,24.9,171.4,321.4,1752.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,826,18,16.71,1.1587,99.9,0,2022,1,5,0,250,174,3,7066,0.4,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.1,97.0,91.7,92.2,59.4,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,39,0
HEMM-B003,Dozer,2023-06-13,0,2,2,17,98.1,4.48,2.03,33.3,78.9,0.9,23.4,211.7,323.6,1543.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,2094,54,21.9,1.3156,92.0,0,2023,6,1,0,250,156,3,4962,0.7,0,149,3,0,0,0,0,0,0,0,0,0,0,0,0,0,82.6,77.4,79.1,86.7,59.4,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,159,0
HEMM-D002,Dumper,2023-06-13,2,1,2,17,81.9,4.51,1.95,46.5,84.1,0.9,23.9,173.2,286.4,1739.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,9021,92,18.16,1.1213,100.0,0,2023,6,1,3,250,229,3,28918,4.9,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8,5.0,9.8,88.5,61.0,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,136,0
HEMM-E002,Excavator,2023-01-16,3,0,2,3,87.2,4.05,2.98,38.6,82.4,0.92,24.9,182.2,328.8,1825.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,11082,47,21.53,1.6329,93.7,0,2023,1,0,3,200,118,3,16300,4.5,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,5.0,5.0,92.2,40.4,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,151,0
HEMM-D004,Dumper,2022-09-08,2,2,0,10,75.9,4.25,1.8,40.1,80.4,0.83,24.0,172.7,288.3,1942.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,11126,57,17.86,0.9269,98.1,0,2022,9,3,3,250,124,3,12279,4.5,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,5.0,5.0,88.9,64.0,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,82,0
HEMM-B002,Dozer,2021-09-18,0,1,2,14,93.6,4.27,2.34,26.4,81.1,0.84,24.8,176.6,353.4,1774.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,11094,53,21.92,1.3191,93.2,0,2021,9,5,3,250,156,3,11501,5.4,0,162,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,5.0,5.0,91.9,53.2,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,54,0
HEMM-E001,Excavator,2022-09-09,3,0,0,18,73.0,3.42,1.98,36.8,84.8,0.9,24.0,185.2,304.0,1784.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,206,43,21.35,1.1099,94.6,0,2022,9,4,2,200,194,3,29935,5.0,3,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.3,98.2,97.9,88.9,60.4,None,6,None,6,High,1,No Parts Required,Schedule maintenance within 48 hours. Check all systems.,133,0
HEMM-B003,Dozer,2023-08-11,0,0,2,15,105.0,4.52,2.01,37.9,82.8,0.8,24.4,205.7,297.9,1939.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,1,0,0,0,0,0,0,0,0,0,11269,32,23.36,1.0366,89.7,0,2023,8,4,2,250,231,3,33965,6.5,3,97,1,1,0,0,0,0,0,0,0,1,0,0,0,0,6.1,27.9,5.0,90.4,59.8,None,6,None,6,High,1,No Parts Required,Schedule maintenance within 48 hours. Check all systems.,142,0
HEMM-E001,Excavator,2021-06-23,3,0,2,17,63.7,5.0,1.17,36.3,80.5,0.97,24.4,185.3,336.7,1667.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,11076,86,12.74,0.7019,99.4,0,2021,6,2,3,200,124,3,12614,2.4,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,5.0,5.0,90.4,76.6,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,153,0
HEMM-E003,Excavator,2022-09-28,3,1,1,7,94.8,3.63,1.69,34.9,92.3,0.83,24.6,189.6,323.5,1972.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,2614,8,26.12,0.857,90.8,0,2022,9,2,0,200,186,3,3907,0.5,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,78.2,95.8,73.9,91.1,66.2,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,64,0
HEMM-L001,Wheel Loader,2021-05-30,6,0,1,14,88.5,4.83,1.62,39.2,83.0,0.85,24.0,186.2,331.9,1769.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,10518,78,18.32,0.9158,98.2,0,2021,5,6,3,250,232,3,13309,5.1,0,125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,5.0,5.0,88.9,67.6,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,36,0
HEMM-G002,Grader,2023-10-10,4,0,2,8,95.9,3.72,4.5,42.4,84.1,0.91,24.6,190.1,309.9,1401.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,1,0,0,0,0,0,0,0,2617,88,25.78,4.5539,77.5,1,2023,10,1,1,300,83,0,149647,13.1,1,21,2,0,0,0,1,0,0,2,0,0,0,0,1,0,78.2,53.9,73.8,91.1,5.0,Transmission Failure,7,Transmission,7,Critical,0,No Parts Required,IMMEDIATE ACTION: Stop machine. Replace Transmission. Contact maintenance team.,1,1
HEMM-E003,Excavator,2021-12-27,3,2,2,17,84.2,3.8,1.78,42.9,81.9,0.95,24.3,179.4,326.2,1629.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,7811,11,22.16,1.0927,96.5,0,2021,12,0,0,200,189,3,4277,0.8,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,34.9,82.8,21.9,90.0,64.4,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,54,0
HEMM-D004,Dumper,2023-07-24,2,1,2,15,80.0,4.33,1.48,38.5,75.5,0.89,24.8,190.3,329.5,1826.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,11137,72,18.48,0.8105,96.6,0,2023,7,0,3,250,113,3,24857,5.3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,5.0,5.0,91.9,70.4,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,41,0
HEMM-DR02,Drill Rig,2023-10-31,1,0,1,18,85.35,4.46,2.92,43.9,83.0,0.85,24.3,194.5,327.4,1788.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,7505,119,19.14,1.6331,96.9,0,2023,10,1,4,150,145,3,18415,4.4,3,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,5.0,25.0,90.0,41.6,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,80,0
HEMM-L001,Wheel Loader,2023-07-11,6,0,2,8,86.2,4.41,2.33,37.4,85.0,0.99,25.3,185.2,317.6,1795.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,10647,40,19.55,1.2981,98.0,0,2023,7,1,3,250,103,3,21954,6.6,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,14.8,5.0,93.7,53.4,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,65,0
HEMM-E003,Excavator,2022-07-17,3,0,1,3,76.0,4.01,2.06,39.2,82.9,0.99,24.7,169.5,277.6,1765.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,11890,41,18.95,1.1671,97.4,0,2022,7,6,3,200,110,3,15329,2.8,0,167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,5.0,91.5,58.8,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,69,0
HEMM-B003,Dozer,2021-06-15,0,1,2,5,84.7,5.21,4.5,47.1,70.0,0.95,24.2,169.1,338.6,1624.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,1,0,-1,0,0,0,0,0,3988,54,16.26,4.7044,69.8,1,2021,6,1,1,250,12,0,147040,28.1,1,152,1,0,2,0,1,0,0,0,0,0,2,0,1,0,66.8,56.9,60.1,89.6,5.0,Tyre Burst,8,Tyres,8,Critical,0,Tyre Set,IMMEDIATE ACTION: Stop machine. Replace Tyres. Contact maintenance team.,3,1
HEMM-DR01,Drill Rig,2023-04-15,1,0,1,18,94.2,4.77,2.4,33.7,82.2,0.99,24.8,192.9,336.1,1893.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,7833,58,19.75,1.2678,94.2,0,2023,4,5,0,150,117,3,4910,0.9,1,73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7,9.1,21.7,91.9,52.0,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,54,0
HEMM-DR01,Drill Rig,2023-03-09,1,2,0,1,87.1,4.79,1.89,38.6,80.8,0.9,22.0,160.5,314.4,1836.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,-1,0,0,0,9632,53,18.18,1.0294,98.5,0,2023,3,3,1,150,118,0,104921,41.3,0,107,0,0,0,0,0,2,0,0,0,0,0,0,0,2,19.7,5.0,5.0,69.6,62.2,Electrical Fault,2,Electrical,2,Critical,0,Battery/Alternator,IMMEDIATE ACTION: Stop machine. Replace Electrical. Contact maintenance team.,5,1
HEMM-G002,Grader,2023-05-09,4,2,1,18,80.3,4.95,1.97,35.7,85.5,0.96,24.5,175.4,311.3,1769.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,10083,119,16.22,1.1136,100.0,0,2023,5,1,3,300,117,3,18748,5.1,3,178,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,5.0,5.0,90.7,60.6,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,127,0
HEMM-B001,Dozer,2023-06-12,0,0,2,1,85.6,4.91,1.17,31.6,87.3,0.88,24.7,192.3,336.7,1535.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,6571,48,17.43,0.7622,99.7,0,2023,6,0,0,250,179,3,7749,0.3,3,122,2,0,0,0,0,0,0,0,0,0,0,0,0,0,45.2,36.9,34.3,91.5,76.6,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,137,0
HEMM-G002,Grader,2021-12-05,4,0,1,5,90.8,4.53,2.43,35.4,87.6,0.87,25.0,183.1,286.4,1624.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,10395,73,20.04,1.4963,95.8,0,2021,12,6,3,300,105,3,12339,3.0,0,178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,5.0,5.0,92.6,51.4,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,162,0
HEMM-D001,Dumper,2021-06-21,2,2,0,14,70.1,4.38,2.18,41.7,75.6,0.98,24.8,170.5,314.5,1856.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,2423,115,16.0,1.1746,96.3,0,2021,6,0,0,250,77,3,6990,0.9,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79.8,44.3,75.8,91.9,56.4,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,68,0
HEMM-B001,Dozer,2023-02-16,0,0,0,7,72.7,5.42,1.73,43.8,88.5,0.88,24.2,174.7,307.5,1744.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,7649,46,13.41,0.992,100.0,0,2023,2,3,0,250,101,3,7201,0.2,1,53,3,0,0,0,0,0,0,0,0,0,0,0,0,0,36.3,29.6,23.5,89.6,65.4,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,32,0
HEMM-G002,Grader,2022-07-24,4,0,1,9,88.7,4.7,1.5,40.9,92.0,0.88,24.7,181.1,285.8,1817.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,1541,65,18.87,0.8255,98.2,0,2022,7,6,4,300,259,3,10803,5.8,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.2,80.0,84.6,91.5,70.0,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,32,0
HEMM-D002,Dumper,2022-12-18,2,1,1,3,85.0,4.28,2.25,39.0,75.9,0.9,24.1,181.6,312.7,1858.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,10878,10,19.86,1.211,95.7,0,2022,12,6,3,250,122,3,27502,5.1,3,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,78.2,5.0,89.3,55.0,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,58,0
HEMM-E002,Excavator,2021-02-11,3,2,0,5,87.3,4.63,2.26,48.1,81.3,0.84,24.1,188.8,301.0,1716.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,4108,21,18.86,1.317,97.8,0,2021,2,3,0,200,92,3,7973,0.3,3,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,65.8,82.7,58.9,89.3,54.8,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,89,0
HEMM-E002,Excavator,2023-08-11,3,2,2,9,84.9,4.52,2.41,38.8,85.5,0.92,25.1,181.3,323.1,1973.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,6243,26,18.78,1.2215,98.8,0,2023,8,4,0,200,157,3,4005,0.1,1,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,67.5,37.6,93.0,51.8,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,109,0
HEMM-D004,Dumper,2021-12-02,2,0,0,4,92.5,4.67,2.16,41.6,84.0,0.92,24.9,193.8,333.0,1783.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,9681,8,19.81,1.2114,95.8,0,2021,12,3,3,250,69,3,15354,3.2,1,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3,84.5,5.0,92.2,56.8,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,136,0
