Equipment_ID,Equipment_Type,Date,Equipment_Type_enc,Shift_enc,Road_Condition_enc,Operator_Experience_Yr,Engine_Temp_C,Oil_Pressure_bar,Vibration_mms,Fuel_Consumption_Lhr,Tyre_Pressure_PSI,Coolant_Level,Battery_Voltage_V,Hydraulic_Pressure_bar,Exhaust_Temp_C,RPM,Operating_Hours,Load_Cycles_per_Day,Temp_Oil_Ratio,Vib_RPM_Ratio,Health_Score,High_Risk,Year,Month,Day_of_Week,Failure_Type,Failure_Component,Maintenance_Priority,Days_to_Next_Failure,Failure
HEMM-B002,Dozer,2021-01-29,0,2,1,14,101.0,4.36,1.82,35.3,85.9,0.76,24.3,174.6,321.7,1855.0,1727,33,23.17,0.9811,91.3,0,2021,1,4,None,None,High,39,0
HEMM-D004,Dumper,2021-11-12,2,0,0,10,83.2,4.58,2.99,36.5,79.4,0.88,24.8,169.3,313.9,1739.0,8537,95,18.17,1.7194,96.0,0,2021,11,4,None,None,Medium,54,0
HEMM-L001,Wheel Loader,2023-08-26,6,1,0,15,83.5,4.46,1.97,35.9,83.2,0.9,24.9,175.4,286.9,1926.0,9231,23,18.72,1.0228,99.8,0,2023,8,5,None,None,Medium,60,0
HEMM-L002,Wheel Loader,2021-10-07,6,1,2,9,79.5,4.47,1.77,35.9,80.5,0.78,24.1,176.1,323.4,1816.0,6998,48,17.79,0.9747,99.2,0,2021,10,3,None,None,Low,46,0
HEMM-D001,Dumper,2022-08-03,2,2,2,10,85.0,4.21,1.72,40.5,77.9,0.96,24.9,186.7,354.3,1694.0,9816,79,20.19,1.0153,96.9,0,2022,8,2,None,None,Medium,36,0
HEMM-D005,Dumper,2023-07-04,2,2,2,16,69.4,5.58,1.84,32.2,81.1,0.95,24.0,197.5,335.9,1846.0,5854,47,12.44,0.9967,99.6,0,2023,7,1,None,None,Low,42,0
HEMM-G002,Grader,2023-07-22,4,0,2,7,75.5,4.49,2.23,38.6,78.1,0.86,23.9,179.6,343.4,1714.0,11627,35,16.82,1.3011,97.7,0,2023,7,5,None,None,Medium,71,0
HEMM-DR01,Drill Rig,2021-03-31,1,0,0,16,87.3,4.58,2.46,32.4,75.6,0.96,24.3,201.6,307.9,1874.0,11754,108,19.06,1.3127,94.9,0,2021,3,2,None,None,Medium,108,0
HEMM-D005,Dumper,2023-10-12,2,1,0,5,87.4,4.45,2.39,37.8,83.0,0.76,25.0,185.8,271.3,1819.0,8429,80,19.64,1.3139,97.4,0,2023,10,3,None,None,Medium,139,0
HEMM-DR02,Drill Rig,2021-07-24,1,2,1,15,76.4,3.79,2.5,38.9,81.5,0.77,24.1,189.5,320.7,1732.0,451,97,20.16,1.4434,94.8,0,2021,7,5,None,None,Low,102,0
HEMM-D005,Dumper,2021-06-03,2,0,2,9,90.7,4.0,1.8,39.4,78.3,0.94,24.7,201.7,307.1,1893.0,5746,84,22.68,0.9509,93.2,0,2021,6,3,None,None,Low,31,0
HEMM-D003,Dumper,2022-11-04,2,2,2,18,96.6,5.22,2.3,41.0,78.6,0.83,24.7,169.6,280.7,2006.0,6426,45,18.51,1.1466,91.9,0,2022,11,4,None,None,Low,51,0
HEMM-L001,Wheel Loader,2021-03-15,6,2,2,3,76.2,4.63,1.93,37.8,90.2,0.75,24.9,176.4,326.0,1634.0,4046,85,16.46,1.1812,100.0,0,2021,3,0,None,None,Low,178,0
HEMM-E003,Excavator,2021-07-05,3,0,1,4,83.0,5.14,2.2,41.7,84.7,0.79,25.1,183.3,320.6,1791.0,10583,95,16.15,1.2284,99.4,0,2021,7,0,None,None,Medium,56,0
HEMM-B002,Dozer,2021-03-01,0,1,0,11,84.3,4.49,2.21,35.9,78.2,0.85,24.9,188.5,302.8,1824.0,1119,42,18.78,1.2116,97.8,0,2021,3,0,None,None,Low,52,0
HEMM-D005,Dumper,2022-05-16,2,2,1,14,91.0,3.28,7.0,41.4,81.4,0.75,23.9,188.3,301.5,1544.0,9472,92,27.74,4.5337,75.7,1,2022,5,0,Transmission Failure,Transmission,Critical,1,1
HEMM-E003,Excavator,2023-10-17,3,2,2,5,81.6,4.11,2.59,46.2,92.5,0.96,24.7,183.2,335.5,1912.0,4004,64,19.85,1.3546,96.3,0,2023,10,1,None,None,Low,173,0
HEMM-B001,Dozer,2021-01-20,0,0,1,10,81.4,4.17,1.67,27.5,84.4,0.9,20.5,165.8,284.8,1647.0,11301,74,19.52,1.014,98.4,0,2021,1,2,Electrical Fault,Electrical,Critical,5,1
HEMM-DR01,Drill Rig,2022-05-28,1,0,0,10,105.4,4.89,1.9,63.0,82.3,0.78,24.9,170.1,319.6,1733.0,3463,54,21.55,1.0964,89.8,0,2022,5,5,Fuel System Failure,Fuel System,Critical,6,1
HEMM-B002,Dozer,2022-08-28,0,1,2,13,93.7,3.93,2.18,33.9,84.2,0.88,24.3,171.0,313.9,1712.0,4697,6,23.84,1.2734,92.3,0,2022,8,6,None,None,Low,92,0
HEMM-D002,Dumper,2023-10-15,2,0,0,8,91.3,4.69,1.45,38.9,84.3,0.86,25.1,185.8,315.5,1704.0,10146,107,19.47,0.8509,96.8,0,2023,10,6,None,None,Medium,107,0
HEMM-E002,Excavator,2022-05-29,3,2,2,5,91.8,4.85,2.14,38.2,84.0,0.9,24.1,196.8,334.7,1742.0,10493,17,18.93,1.2285,96.2,0,2022,5,6,None,None,Medium,93,0
HEMM-B002,Dozer,2023-06-22,0,1,1,19,85.35,4.71,1.79,42.2,70.5,0.78,24.6,176.2,262.6,1784.0,6177,98,18.12,1.0034,95.2,0,2023,6,3,Fuel System Failure,Fuel System,Critical,4,1
HEMM-DR01,Drill Rig,2021-12-26,1,1,0,5,81.3,4.36,2.29,37.1,80.7,0.82,24.5,170.5,300.9,1693.0,9037,117,18.65,1.3526,97.9,0,2021,12,6,None,None,Medium,99,0
HEMM-B001,Dozer,2021-12-03,0,0,0,16,69.5,4.49,1.7,25.9,85.5,0.84,24.6,180.9,334.0,1810.0,5035,100,15.48,0.9392,100.0,0,2021,12,4,None,None,Low,149,0
HEMM-DR02,Drill Rig,2021-06-04,1,1,2,8,92.1,4.13,1.56,40.8,76.7,0.99,25.7,163.8,343.3,1727.0,11280,97,22.3,0.9033,92.5,0,2021,6,4,None,None,Medium,100,0
HEMM-SC01,Scraper,2023-01-20,5,1,2,13,78.5,4.69,2.77,43.1,72.9,0.95,22.1,189.4,331.0,1756.0,428,38,16.74,1.5774,94.0,0,2023,1,4,Electrical Fault,Electrical,Critical,5,1
HEMM-G002,Grader,2023-01-31,4,1,2,8,81.4,5.3,2.71,32.8,79.2,0.88,24.5,178.2,347.5,1735.0,7924,8,15.36,1.562,96.8,0,2023,1,1,None,None,Low,49,0
HEMM-SC01,Scraper,2022-11-03,5,2,2,8,78.6,5.13,2.11,39.8,78.7,0.79,25.3,183.8,356.6,2002.0,10811,13,15.32,1.0539,98.4,0,2022,11,3,None,None,Medium,160,0
HEMM-B002,Dozer,2023-04-17,0,1,0,5,85.7,4.85,1.61,38.0,86.2,0.85,24.8,181.1,291.2,1892.0,942,9,17.67,0.851,99.6,0,2023,4,0,None,None,Low,114,0
HEMM-D004,Dumper,2021-07-19,2,1,0,18,79.7,4.92,1.45,24.2,86.3,0.89,24.7,168.8,335.8,1773.0,2422,54,16.2,0.8178,100.0,0,2021,7,0,None,None,Low,136,0
HEMM-SC01,Scraper,2023-05-09,5,2,1,5,80.6,4.29,2.12,41.8,81.2,0.9,23.9,180.2,348.2,1792.0,6997,88,18.79,1.183,98.3,0,2023,5,1,None,None,Low,148,0
HEMM-DR01,Drill Rig,2022-07-27,1,1,0,12,88.6,4.65,1.75,39.9,78.9,0.77,24.2,167.4,329.7,1776.0,3759,61,19.05,0.9854,97.0,0,2022,7,2,None,None,Low,163,0
HEMM-G001,Grader,2021-07-23,4,2,2,12,76.9,4.96,2.53,37.4,73.5,0.87,24.2,175.0,339.9,1855.0,9120,120,15.5,1.3639,95.0,0,2021,7,4,None,None,Medium,63,0
HEMM-G002,Grader,2022-07-20,4,1,2,4,78.3,4.23,1.19,41.8,87.0,0.91,25.0,175.7,328.1,1798.0,7650,16,18.51,0.6618,98.6,0,2022,7,2,None,None,Low,62,0
HEMM-D001,Dumper,2021-04-14,2,0,2,8,88.0,4.18,2.48,32.4,80.4,0.96,24.8,188.7,293.1,1813.0,2263,105,21.05,1.3679,94.8,0,2021,4,2,None,None,Low,67,0
HEMM-SC01,Scraper,2022-03-01,5,2,1,7,100.5,4.26,1.92,35.5,87.8,0.94,24.4,183.0,325.6,1875.0,4017,47,23.59,1.024,91.0,0,2022,3,1,None,None,High,163,0
HEMM-D001,Dumper,2022-07-22,2,1,1,5,90.4,4.23,1.95,33.1,86.4,0.89,24.4,125.7,318.7,1781.0,9050,37,21.37,1.0949,96.0,0,2022,7,4,Hydraulic Failure,Hydraulics,Critical,0,1
HEMM-D001,Dumper,2023-01-04,2,1,1,19,77.5,4.72,2.35,43.0,90.2,0.91,25.6,185.3,290.6,1774.0,5504,7,16.42,1.3247,99.0,0,2023,1,2,None,None,Low,90,0
HEMM-D005,Dumper,2023-05-13,2,2,0,4,84.0,4.41,2.03,35.1,85.3,0.77,24.2,187.5,302.3,1734.0,1241,65,19.05,1.1707,99.5,0,2023,5,5,None,None,Low,37,0
HEMM-L002,Wheel Loader,2021-08-12,6,0,1,17,86.2,4.36,2.04,40.8,91.0,0.96,24.2,163.1,337.0,1732.0,3829,83,19.77,1.1778,98.6,0,2021,8,3,None,None,Low,178,0
HEMM-L002,Wheel Loader,2022-09-10,6,0,0,1,77.6,4.6,2.39,40.5,82.8,0.88,25.0,161.9,306.2,1947.0,1196,66,16.87,1.2275,98.8,0,2022,9,5,None,None,Low,134,0
HEMM-D004,Dumper,2023-10-02,2,2,1,15,82.2,4.11,1.81,45.2,80.9,0.91,24.1,183.9,334.5,1733.0,1404,120,20.0,1.0444,97.6,0,2023,10,0,None,None,Low,96,0
HEMM-D005,Dumper,2021-05-15,2,1,2,9,88.4,4.56,2.59,41.1,91.2,0.77,24.6,172.6,293.6,1739.0,10428,86,19.39,1.4894,96.5,0,2021,5,5,None,None,Medium,165,0
HEMM-B003,Dozer,2023-02-20,0,2,2,17,84.7,4.43,1.36,30.9,71.6,0.91,23.2,165.5,369.7,1730.0,5031,63,19.12,0.7861,95.5,0,2023,2,0,None,None,Low,78,0
HEMM-D004,Dumper,2021-08-23,2,2,0,18,93.7,4.27,2.19,51.7,83.5,0.85,24.4,182.1,305.0,1768.0,3722,60,21.94,1.2387,93.9,0,2021,8,0,None,None,Low,70,0
HEMM-DR01,Drill Rig,2022-11-26,1,0,1,13,78.6,4.47,1.76,45.4,79.2,0.97,23.9,188.4,296.0,1903.0,7015,98,17.58,0.9249,98.7,0,2022,11,5,None,None,Low,119,0
HEMM-B003,Dozer,2022-06-07,0,0,1,5,86.2,4.25,6.97,39.7,52.2,0.84,23.4,177.9,300.3,1787.0,11452,65,20.28,3.9004,71.3,1,2022,6,1,Tyre Burst,Tyres,Critical,1,1
HEMM-DR01,Drill Rig,2021-07-17,1,2,1,12,85.6,5.21,1.57,42.0,83.2,0.9,23.9,180.1,329.0,1693.0,2331,76,16.43,0.9273,99.7,0,2021,7,5,None,None,Low,146,0
HEMM-SC01,Scraper,2022-11-07,5,2,2,4,75.9,4.54,1.99,37.0,81.5,0.89,23.6,160.4,334.7,1886.0,6930,50,16.72,1.0551,99.8,0,2022,11,0,None,None,Low,57,0
HEMM-DR01,Drill Rig,2021-04-16,1,0,1,20,95.3,4.92,1.87,34.3,81.3,0.89,24.6,190.5,308.8,1667.0,5319,50,19.37,1.1218,94.6,0,2021,4,4,None,None,Low,108,0
HEMM-E002,Excavator,2021-11-13,3,2,1,16,82.1,4.59,1.89,37.6,84.3,0.88,23.3,184.5,299.4,1785.0,3874,113,17.89,1.0588,100.0,0,2021,11,5,None,None,Low,175,0
HEMM-SC01,Scraper,2023-01-23,5,1,0,9,88.4,3.93,2.49,37.2,79.1,0.83,25.0,196.2,295.3,1741.0,9606,33,22.49,1.4302,92.8,0,2023,1,0,None,None,Medium,94,0
HEMM-SC01,Scraper,2021-02-23,5,2,0,9,85.2,4.46,1.29,30.7,78.6,0.87,24.3,180.5,319.0,1660.0,674,28,19.1,0.7771,98.3,0,2021,2,1,None,None,Low,64,0
HEMM-B002,Dozer,2022-11-27,0,0,1,1,73.4,4.6,2.36,30.3,76.1,0.84,23.9,181.4,354.7,2023.0,3172,116,15.96,1.1666,96.6,0,2022,11,6,None,None,Low,115,0
HEMM-G002,Grader,2021-05-23,4,1,2,1,90.3,4.3,2.42,35.7,78.6,0.88,24.8,168.9,334.9,1817.0,1703,100,21.0,1.3319,93.7,0,2021,5,6,None,None,Low,158,0
HEMM-DR01,Drill Rig,2023-07-19,1,0,2,6,95.1,4.07,2.1,48.4,78.3,0.87,24.6,189.0,359.2,1913.0,6262,44,23.37,1.0978,91.0,0,2023,7,2,None,None,Low,114,0
HEMM-D003,Dumper,2021-04-18,2,1,2,6,85.7,3.64,6.14,39.4,83.0,0.9,24.0,174.1,278.0,1241.0,10322,11,23.54,4.9476,82.9,1,2021,4,6,Transmission Failure,Transmission,Critical,7,1
HEMM-L001,Wheel Loader,2023-06-25,6,0,2,9,85.6,4.51,8.02,39.1,48.5,0.87,24.5,160.8,373.5,1896.0,3731,101,18.98,4.23,68.2,1,2023,6,6,Tyre Burst,Tyres,Critical,6,1
HEMM-B002,Dozer,2023-09-24,0,2,0,10,95.9,4.17,1.96,42.8,90.4,0.9,23.9,178.9,347.8,1698.0,944,33,23.0,1.1543,92.9,0,2023,9,6,None,None,Low,92,0
HEMM-D002,Dumper,2021-01-16,2,1,1,10,78.6,4.45,2.4,49.7,82.8,0.98,24.5,176.1,342.5,1895.0,3660,103,17.66,1.2665,98.6,0,2021,1,5,None,None,Low,83,0
HEMM-B002,Dozer,2022-11-03,0,1,0,1,102.9,4.68,5.94,40.4,86.9,0.88,24.1,178.8,312.9,1992.0,8349,100,21.99,2.9819,79.2,1,2022,11,3,Brake Failure,Brakes,Critical,6,1
HEMM-L002,Wheel Loader,2022-12-27,6,1,1,13,86.5,4.98,2.28,39.8,86.3,0.77,24.1,179.8,287.2,1637.0,893,60,17.37,1.3928,98.4,0,2022,12,1,None,None,Low,131,0
HEMM-D003,Dumper,2022-10-04,2,2,2,14,88.8,3.76,2.44,47.4,79.1,0.96,24.7,178.6,287.6,1845.0,9594,56,23.62,1.3225,91.9,0,2022,10,1,None,None,Medium,140,0
HEMM-B002,Dozer,2021-08-24,0,0,2,1,79.0,4.67,1.86,30.0,79.0,0.79,25.1,182.8,290.5,1826.0,5521,26,16.92,1.0186,98.8,0,2021,8,1,None,None,Low,42,0
HEMM-G001,Grader,2021-06-30,4,0,2,4,71.8,4.98,1.66,39.7,82.0,0.86,25.0,198.0,344.8,1821.0,4186,60,14.42,0.9116,100.0,0,2021,6,2,None,None,Low,43,0
HEMM-D003,Dumper,2023-03-22,2,0,1,11,81.1,3.87,5.41,32.6,77.9,0.89,24.2,195.6,331.1,2045.0,3830,47,20.96,2.6455,85.0,1,2023,3,2,Brake Failure,Brakes,Critical,1,1
HEMM-G001,Grader,2022-12-21,4,2,1,5,85.0,4.5,1.87,38.8,85.3,0.83,24.1,177.3,304.4,1873.0,4071,18,18.89,0.9984,100.0,0,2022,12,2,None,None,Low,129,0
HEMM-E001,Excavator,2021-11-10,3,2,2,3,81.1,3.75,1.52,38.9,83.8,0.78,24.5,174.5,303.2,1841.0,3102,103,21.63,0.8256,96.2,0,2021,11,2,None,None,Low,178,0
HEMM-DR02,Drill Rig,2022-10-24,1,2,1,11,83.7,4.58,1.74,36.0,83.6,0.82,24.6,202.4,311.8,1557.0,2673,61,18.28,1.1175,100.0,0,2022,10,0,None,None,Low,70,0
HEMM-B002,Dozer,2022-07-17,0,2,1,2,84.8,4.1,1.98,44.4,84.5,0.75,24.4,183.3,276.7,1934.0,5966,69,20.68,1.0238,98.0,0,2022,7,6,None,None,Low,159,0
HEMM-DR02,Drill Rig,2021-03-19,1,1,2,12,90.0,4.04,2.42,37.6,84.7,0.9,24.0,172.6,311.6,1927.0,4903,14,22.28,1.2558,93.9,0,2021,3,4,None,None,Low,57,0
HEMM-D003,Dumper,2023-11-05,2,0,2,15,91.5,4.36,2.04,34.0,82.6,0.76,25.0,185.2,324.6,1948.0,9708,75,20.99,1.0472,95.9,0,2023,11,6,None,None,Medium,76,0
HEMM-DR02,Drill Rig,2022-01-21,1,0,1,20,72.8,4.05,1.91,24.8,85.1,0.9,23.3,179.8,314.7,1802.0,7992,69,17.98,1.0599,97.8,0,2022,1,4,None,None,Low,94,0
HEMM-DR02,Drill Rig,2021-07-31,1,0,1,3,124.2,4.92,1.71,38.6,88.2,0.65,24.8,185.9,312.9,1743.0,8466,87,25.24,0.9811,80.4,1,2021,7,5,Cooling System Failure,Cooling System,Critical,7,1
HEMM-L002,Wheel Loader,2023-12-07,6,2,0,6,92.6,5.27,2.75,41.9,86.1,0.92,24.6,192.6,323.6,1645.0,6162,52,17.57,1.6717,94.0,0,2023,12,3,None,None,Low,74,0
HEMM-B003,Dozer,2021-04-18,0,2,1,11,91.3,3.86,1.67,37.5,75.4,0.94,24.2,179.6,330.7,1805.0,1279,47,23.65,0.9252,91.0,0,2021,4,6,None,None,Low,57,0
HEMM-G002,Grader,2022-08-05,4,0,1,20,79.6,4.75,2.31,45.2,77.5,1.0,24.0,189.0,321.2,1844.0,2663,47,16.76,1.2527,97.3,0,2022,8,4,None,None,Low,94,0
HEMM-D005,Dumper,2022-12-18,2,0,2,13,76.7,4.76,1.91,36.7,74.7,0.97,24.3,181.5,303.3,2009.0,2312,81,16.11,0.9507,97.1,0,2022,12,6,None,None,Low,83,0
HEMM-B002,Dozer,2023-02-11,0,2,2,11,71.5,4.21,1.72,44.3,84.6,0.94,24.6,166.9,323.8,2029.0,2293,90,16.98,0.8477,98.6,0,2023,2,5,None,None,Low,35,0
HEMM-L002,Wheel Loader,2021-07-11,6,2,1,14,72.5,3.93,1.89,35.9,84.4,0.99,24.5,183.3,311.5,1638.0,8531,51,18.45,1.1538,97.2,0,2021,7,6,None,None,Medium,48,0
HEMM-E001,Excavator,2022-03-15,3,0,1,16,81.0,4.27,7.21,41.8,54.6,0.85,24.0,190.5,313.6,1727.0,3345,33,18.97,4.1749,72.3,1,2022,3,1,Tyre Burst,Tyres,Critical,4,1
HEMM-L002,Wheel Loader,2023-12-15,6,1,2,11,93.4,4.59,1.52,38.0,88.2,0.75,23.9,186.0,337.6,1755.0,10325,21,20.35,0.8661,95.8,0,2023,12,4,None,None,Medium,120,0
HEMM-E001,Excavator,2022-01-06,3,2,0,20,78.2,4.17,5.07,36.9,82.0,0.88,24.8,202.6,313.9,2049.0,2912,97,18.75,2.4744,89.1,1,2022,1,3,Brake Failure,Brakes,Critical,5,1
HEMM-DR02,Drill Rig,2022-08-07,1,2,1,15,79.6,4.66,1.37,44.9,77.0,0.81,24.5,170.5,311.9,1869.0,4033,73,17.08,0.733,98.0,0,2022,8,6,None,None,Low,97,0
HEMM-L001,Wheel Loader,2022-02-02,6,0,0,19,72.7,5.29,2.22,51.2,78.8,0.84,25.0,178.1,338.4,1787.0,7418,64,13.74,1.2423,98.1,0,2022,2,2,None,None,Low,172,0
HEMM-L002,Wheel Loader,2023-12-17,6,0,2,6,132.3,3.93,2.09,41.0,77.9,0.54,24.5,176.8,383.7,1707.0,3471,107,33.66,1.2244,71.6,1,2023,12,6,Engine Overheat,Engine,Critical,4,1
HEMM-L001,Wheel Loader,2023-01-31,6,2,2,4,93.3,4.8,1.62,40.1,82.4,0.82,25.0,175.0,318.4,1835.0,11855,113,19.44,0.8828,95.8,0,2023,1,1,None,None,Medium,86,0
HEMM-B002,Dozer,2021-06-21,0,1,2,9,81.1,4.24,5.96,44.8,50.2,0.8,25.0,178.4,342.1,1709.0,7561,120,19.13,3.4874,74.1,1,2021,6,0,Tyre Burst,Tyres,Critical,6,1
HEMM-E003,Excavator,2023-07-13,3,0,0,1,94.6,4.11,1.81,40.3,85.1,0.95,24.4,194.6,285.6,1740.0,6997,11,23.02,1.0402,93.2,0,2023,7,3,None,None,Low,60,0
HEMM-E003,Excavator,2023-03-02,3,1,0,12,86.8,4.55,1.3,41.9,76.4,0.87,24.7,178.5,301.5,1833.0,3878,8,19.08,0.7092,96.9,0,2023,3,3,None,None,Low,130,0
HEMM-B003,Dozer,2021-10-27,0,1,0,2,85.3,4.12,1.08,38.8,86.3,0.87,25.0,182.3,330.0,1867.0,4900,111,20.7,0.5785,97.9,0,2021,10,2,None,None,Low,110,0
HEMM-D005,Dumper,2023-08-19,2,0,1,20,88.4,3.19,1.82,33.3,83.8,0.78,24.9,136.2,352.7,1586.0,286,120,27.71,1.1475,91.8,0,2023,8,5,Hydraulic Failure,Hydraulics,Critical,3,1
HEMM-SC01,Scraper,2023-12-17,5,0,0,4,90.6,3.37,5.12,37.6,75.9,0.93,24.3,181.9,346.4,1568.0,4920,35,26.88,3.2653,79.8,1,2023,12,6,Transmission Failure,Transmission,Critical,3,1
HEMM-DR02,Drill Rig,2021-05-09,1,1,1,16,85.3,4.57,2.09,43.3,88.0,0.83,24.5,193.5,315.9,1753.0,9976,73,18.67,1.1922,99.6,0,2021,5,6,None,None,Medium,148,0
HEMM-E003,Excavator,2021-10-22,3,0,0,14,94.7,4.6,1.85,38.7,74.9,0.83,24.7,192.5,289.7,1922.0,225,83,20.59,0.9625,92.3,0,2021,10,4,None,None,Low,107,0
HEMM-DR01,Drill Rig,2022-01-19,1,2,1,3,78.1,3.93,2.24,34.6,81.1,0.83,24.2,182.1,309.9,1675.0,8776,51,19.87,1.3373,96.1,0,2022,1,2,None,None,Medium,62,0
HEMM-SC01,Scraper,2023-11-06,5,2,0,18,108.8,4.96,1.53,55.8,88.1,0.78,24.3,170.4,300.9,1834.0,533,54,21.94,0.8342,88.1,0,2023,11,0,Fuel System Failure,Fuel System,Critical,6,1
HEMM-B001,Dozer,2021-02-03,0,0,2,3,84.6,5.11,1.75,34.8,88.8,0.84,23.8,173.5,318.3,1655.0,5849,35,16.56,1.0574,100.0,0,2021,2,2,None,None,Low,31,0
HEMM-D004,Dumper,2022-11-12,2,1,0,2,92.6,3.99,2.04,40.0,81.7,0.77,24.6,196.7,346.8,1670.0,5972,74,23.21,1.2216,93.4,0,2022,11,5,None,None,Low,63,0
HEMM-E001,Excavator,2023-08-10,3,2,1,16,135.1,4.14,2.58,38.8,90.5,0.54,24.9,205.2,423.2,1702.0,10550,28,32.63,1.5159,71.4,1,2023,8,3,Engine Overheat,Engine,Critical,7,1
HEMM-B002,Dozer,2022-02-17,0,1,0,7,93.4,4.97,1.91,37.8,75.9,0.86,24.8,178.9,329.9,1761.0,886,45,18.79,1.0846,93.4,0,2022,2,3,None,None,Low,61,0
HEMM-SC01,Scraper,2023-08-28,5,0,0,2,88.4,4.76,1.55,46.5,81.9,0.83,24.7,183.0,321.1,1935.0,10798,29,18.57,0.801,98.3,0,2023,8,0,None,None,Medium,176,0
HEMM-D002,Dumper,2022-11-11,2,0,0,4,99.0,5.05,1.48,41.4,80.0,0.8,24.6,183.6,331.4,1730.0,6229,60,19.6,0.8555,92.2,0,2022,11,4,None,None,Low,63,0
HEMM-G002,Grader,2022-11-26,4,1,0,16,78.0,4.47,1.71,41.4,87.9,0.92,24.7,184.5,292.0,1821.0,11538,68,17.45,0.939,99.8,0,2022,11,5,None,None,Medium,131,0
HEMM-L002,Wheel Loader,2022-07-01,6,1,2,14,92.0,4.85,1.69,38.2,84.7,0.9,24.4,162.8,325.7,1881.0,1493,60,18.97,0.8985,96.5,0,2022,7,4,None,None,Low,166,0
HEMM-E001,Excavator,2022-08-25,3,0,2,4,82.8,4.9,1.91,43.3,83.7,0.87,23.9,181.1,312.1,1940.0,1511,46,16.9,0.9845,100.0,0,2022,8,3,None,None,Low,92,0
HEMM-DR02,Drill Rig,2023-05-23,1,1,1,15,81.2,3.79,1.72,38.0,85.2,0.78,24.5,175.1,348.9,1674.0,5959,62,21.42,1.0275,96.4,0,2023,5,1,None,None,Low,67,0
HEMM-G001,Grader,2023-06-10,4,0,2,2,91.5,4.52,1.6,42.3,85.8,0.96,25.2,177.6,357.4,1601.0,1429,90,20.24,0.9994,96.8,0,2023,6,5,None,None,Low,50,0
HEMM-L002,Wheel Loader,2021-11-24,6,1,0,5,82.8,4.56,4.25,38.6,84.5,0.95,24.2,166.1,349.0,1888.0,10154,91,18.16,2.2511,93.2,0,2021,11,2,Brake Failure,Brakes,Critical,1,1
HEMM-G001,Grader,2023-01-12,4,0,1,19,78.9,4.57,3.19,39.8,80.7,0.92,24.6,181.6,312.2,1959.0,730,82,17.26,1.6284,95.9,0,2023,1,3,None,None,Low,58,0
HEMM-G001,Grader,2023-02-01,4,0,2,3,66.4,4.07,1.69,45.4,71.0,0.94,24.3,181.0,342.4,1732.0,9603,22,16.31,0.9758,93.4,0,2023,2,2,None,None,Medium,62,0
HEMM-B003,Dozer,2022-07-25,0,1,1,4,92.7,4.1,1.29,40.9,83.4,0.78,25.1,198.3,314.9,1766.0,624,99,22.61,0.7305,94.2,0,2022,7,0,None,None,Low,40,0
HEMM-G002,Grader,2021-08-30,4,0,1,9,74.0,4.27,2.41,48.4,75.7,0.89,23.6,190.9,341.1,1800.0,11734,62,17.33,1.3389,95.1,0,2021,8,0,None,None,Medium,170,0
HEMM-B002,Dozer,2023-10-03,0,1,1,4,74.6,4.63,2.37,32.9,82.3,0.9,24.3,172.1,328.7,1719.0,2423,114,16.11,1.3787,98.9,0,2023,10,1,None,None,Low,100,0
HEMM-DR02,Drill Rig,2021-06-29,1,2,2,11,87.3,4.33,2.44,41.6,86.1,0.92,21.6,189.4,315.5,1873.0,11141,49,20.16,1.3027,96.7,0,2021,6,1,Electrical Fault,Electrical,Critical,4,1
HEMM-E001,Excavator,2021-12-23,3,0,1,17,77.5,4.61,2.7,39.9,83.6,0.96,23.5,178.1,315.2,1943.0,3873,20,16.81,1.3896,97.9,0,2021,12,3,None,None,Low,112,0
HEMM-E003,Excavator,2023-10-09,3,1,0,12,82.1,4.99,1.87,37.9,89.0,0.75,24.0,171.0,306.5,1797.0,9277,78,16.45,1.0406,100.0,0,2023,10,0,None,None,Medium,133,0
HEMM-SC01,Scraper,2021-09-23,5,2,0,3,80.3,4.26,2.08,44.0,80.0,0.86,24.0,173.1,294.9,1653.0,1277,44,18.85,1.2583,97.8,0,2021,9,3,None,None,Low,88,0
HEMM-L001,Wheel Loader,2023-12-13,6,0,1,14,77.9,5.08,1.82,37.4,84.3,0.84,24.4,183.2,326.1,1945.0,9619,14,15.33,0.9357,100.0,0,2023,12,2,None,None,Medium,90,0
HEMM-D003,Dumper,2023-07-11,2,0,2,17,73.9,3.84,2.73,44.0,93.0,0.84,25.1,187.7,304.0,1951.0,5844,21,19.24,1.3993,94.5,0,2023,7,1,None,None,Low,121,0
HEMM-E001,Excavator,2021-09-22,3,0,1,17,86.2,4.45,2.14,39.1,84.2,0.91,25.2,181.9,338.8,1697.0,1107,111,19.37,1.261,98.7,0,2021,9,2,None,None,Low,42,0
HEMM-B002,Dozer,2021-12-04,0,1,0,11,88.2,4.18,2.6,31.7,83.4,0.9,25.0,188.6,361.5,1942.0,11821,33,21.1,1.3388,95.0,0,2021,12,5,None,None,Medium,169,0
HEMM-L002,Wheel Loader,2022-08-05,6,1,2,9,70.5,3.67,1.97,40.7,88.5,0.91,25.7,171.9,334.7,1930.0,3416,86,19.21,1.0207,95.8,0,2022,8,4,None,None,Low,178,0
HEMM-B002,Dozer,2023-12-29,0,1,2,17,85.9,4.09,2.28,30.4,84.5,0.92,24.8,186.3,306.1,1858.0,10701,26,21.0,1.2271,96.7,0,2023,12,4,None,None,Medium,113,0
