Equipment_ID,Equipment_Type,Date,Equipment_Type_enc,Shift_enc,Road_Condition_enc,Operator_Experience_Yr,Engine_Temp_C,Oil_Pressure_bar,Vibration_mms,Fuel_Consumption_Lhr,Tyre_Pressure_PSI,Coolant_Level,Battery_Voltage_V,Hydraulic_Pressure_bar,Exhaust_Temp_C,RPM,Operating_Hours,Load_Cycles_per_Day,Temp_Oil_Ratio,Vib_RPM_Ratio,Health_Score,High_Risk,Year,Month,Day_of_Week,Failure_Type,Failure_Component,Maintenance_Priority,Days_to_Next_Failure,Failure,Engine_Temp_C_Lower_Limit,Engine_Temp_C_Upper_Limit,Engine_Temp_C_Status,Oil_Pressure_bar_Lower_Limit,Oil_Pressure_bar_Upper_Limit,Oil_Pressure_bar_Status,Vibration_mms_Lower_Limit,Vibration_mms_Upper_Limit,Vibration_mms_Status,Fuel_Consumption_Lhr_Lower_Limit,Fuel_Consumption_Lhr_Upper_Limit,Fuel_Consumption_Lhr_Status,Tyre_Pressure_PSI_Lower_Limit,Tyre_Pressure_PSI_Upper_Limit,Tyre_Pressure_PSI_Status,Coolant_Level_Lower_Limit,Coolant_Level_Upper_Limit,Coolant_Level_Status,Battery_Voltage_V_Lower_Limit,Battery_Voltage_V_Upper_Limit,Battery_Voltage_V_Status,Hydraulic_Pressure_bar_Lower_Limit,Hydraulic_Pressure_bar_Upper_Limit,Hydraulic_Pressure_bar_Status,Exhaust_Temp_C_Lower_Limit,Exhaust_Temp_C_Upper_Limit,Exhaust_Temp_C_Status,RPM_Lower_Limit,RPM_Upper_Limit,RPM_Status,Maintenance_Type,PM_Interval_Hours,Next_PM_Due_Hours,PM_Status,Maintenance_Cost_INR,Estimated_Downtime_Hrs,Last_Maintenance_Type,Days_Since_Last_Maintenance,Maintenance_Team,Engine_Condition,Tyre_Condition,Hydraulic_Condition,Brake_Condition,Electrical_Condition,Fuel_System_Condition,Transmission_Condition,Cooling_System_Condition,Engine_Replacement_Needed,Tyre_Replacement_Needed,Hydraulic_Replacement_Needed,Brake_Replacement_Needed,Electrical_Replacement_Needed,Engine_Life_Remaining_pct,Tyre_Life_Remaining_pct,Hydraulic_Life_Remaining_pct,Battery_Life_Remaining_pct,Brake_Life_Remaining_pct,Spare_Parts_Required,Prescriptive_Action
HEMM-SC01,Scraper,2021-05-05,5,2,2,11,99.5,4.46,2.08,33.6,81.1,0.83,24.7,169.6,293.0,1744.0,1136,11,22.31,1.1927,92.0,0,2021,5,2,None,None,Low,57,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,300,64,PM Not Due,3273,0.5,Scheduled Maintenance,148,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,90.5,97.5,88.6,91.5,58.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-L002,Wheel Loader,2021-11-19,6,1,1,17,85.35,4.64,5.89,42.9,85.0,0.85,25.2,191.8,310.6,1843.0,1512,113,18.39,3.1959,88.2,1,2021,11,4,Brake Failure,Brakes,Critical,1,1,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Above Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Corrective Maintenance,250,238,Breakdown - Immediate Action,106443,19.6,Condition Based Monitoring,140,Team C - Hydraulics,Good,Good,Good,Critical,Good,Good,Good,Good,No,No,No,Yes,No,87.4,65.8,84.9,93.3,5.0,Brake Pads/Disc,IMMEDIATE ACTION: Stop machine. Replace Brakes. Contact maintenance team.
HEMM-G002,Grader,2021-09-03,4,2,1,8,95.8,4.46,1.81,46.2,82.9,0.98,25.3,186.0,307.1,1936.0,9685,81,21.48,0.9349,94.4,0,2021,9,4,None,None,Medium,114,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,300,215,PM Not Due,21029,3.8,Scheduled Maintenance,36,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,19.3,5.0,5.0,93.7,63.8,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-DR01,Drill Rig,2023-12-07,1,0,2,9,76.5,4.44,2.05,40.6,84.8,0.9,23.9,171.7,313.9,1824.0,3546,90,17.23,1.1239,99.6,0,2023,12,3,None,None,Low,147,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Scheduled Maintenance,150,54,PM Not Due,9674,2.6,Condition Based Monitoring,83,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,70.4,36.2,64.5,88.5,59.0,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-B001,Dozer,2023-03-22,0,1,1,10,101.4,4.29,6.53,35.2,60.4,0.86,24.8,192.1,324.1,1805.0,7691,45,23.64,3.6177,68.5,1,2023,3,2,Tyre Burst,Tyres,Critical,1,1,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Above Normal,20,55,Normal,70,95,Below Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Corrective Maintenance,250,59,Breakdown - Immediate Action,74312,36.4,Preventive Maintenance,55,Team D - General,Warning,Critical,Good,Warning,Good,Good,Good,Good,Monitor,Yes,No,Monitor,No,35.9,30.8,23.1,91.9,5.0,Tyre Set,IMMEDIATE ACTION: Stop machine. Replace Tyres. Contact maintenance team.
HEMM-SC01,Scraper,2022-03-13,5,2,1,9,92.1,4.45,2.08,27.1,80.1,0.91,25.2,163.0,318.9,1838.0,2370,49,20.7,1.1317,95.2,0,2022,3,6,None,None,Low,82,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,300,30,PM Due Soon,5112,0.7,Corrective Maintenance,12,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,80.2,76.8,76.3,93.3,58.4,No Parts Required,Plan PM in next 30 hours.
HEMM-G001,Grader,2022-08-07,4,1,0,15,84.7,4.04,1.76,28.9,85.7,0.88,25.7,169.0,352.2,1719.0,9100,95,20.97,1.0239,97.7,0,2022,8,6,None,None,Medium,161,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,300,200,PM Not Due,13169,3.0,Scheduled Maintenance,152,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,24.2,5.0,9.0,95.2,64.8,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-L002,Wheel Loader,2021-01-17,6,2,1,18,80.9,4.08,1.97,42.8,78.1,0.8,24.8,171.8,308.8,1657.0,5105,89,19.83,1.1889,96.3,0,2021,1,6,None,None,Low,63,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,145,PM Not Due,4940,0.4,Scheduled Maintenance,45,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,57.5,9.1,49.0,91.9,60.6,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D005,Dumper,2022-06-26,2,1,0,4,83.5,4.35,1.67,34.9,80.9,0.87,24.6,199.7,312.4,1694.0,9264,24,19.2,0.9858,98.8,0,2022,6,6,None,None,Medium,110,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,236,PM Not Due,21270,3.3,Preventive Maintenance,86,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,22.8,55.5,7.4,91.1,66.6,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-E002,Excavator,2022-12-04,3,1,0,9,91.8,4.25,1.71,40.9,79.8,0.87,23.9,164.8,347.3,1964.0,8480,67,21.6,0.8707,94.5,0,2022,12,6,None,None,Medium,43,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,200,120,PM Not Due,29782,7.9,Condition Based Monitoring,17,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,29.3,5.0,15.2,88.5,65.8,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D002,Dumper,2021-07-09,2,2,1,14,83.0,4.85,2.19,36.2,85.6,0.85,24.6,175.1,325.2,1671.0,4733,10,17.11,1.3106,99.4,0,2021,7,4,None,None,Low,46,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,17,PM Due Now,4166,0.8,Scheduled Maintenance,31,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,60.6,90.5,52.7,91.1,56.2,No Parts Required,Perform scheduled PM now. PM interval: 250 hrs.
HEMM-D005,Dumper,2022-06-21,2,1,0,15,79.8,4.07,2.67,42.4,82.0,0.77,25.2,203.7,340.3,1756.0,9238,95,19.61,1.5205,95.8,0,2022,6,1,None,None,Medium,112,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,12,PM Due Now,11423,3.4,Condition Based Monitoring,71,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,23.0,5.0,7.6,93.3,46.6,No Parts Required,Perform scheduled PM now. PM interval: 250 hrs.
HEMM-D004,Dumper,2021-06-04,2,2,0,5,97.7,3.89,1.55,39.1,85.4,0.81,23.5,179.8,307.7,1674.0,9138,9,25.12,0.9259,90.6,0,2021,6,4,None,None,Medium,141,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,112,PM Not Due,25054,5.0,Scheduled Maintenance,37,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,23.9,83.6,8.6,87.0,69.0,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D005,Dumper,2023-05-31,2,1,1,2,81.9,4.33,1.67,35.3,72.0,1.0,24.8,177.6,301.8,1742.0,5250,51,18.91,0.9587,95.2,0,2023,5,2,None,None,Low,91,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,250,PM Not Due,6392,0.4,Corrective Maintenance,107,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,56.2,46.4,47.5,91.9,66.6,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-E002,Excavator,2022-05-27,3,2,2,4,91.0,4.54,2.3,29.7,84.2,0.94,24.2,170.0,325.6,1526.0,5994,104,20.04,1.5072,96.1,0,2022,5,4,None,None,Low,142,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,200,6,PM Due Now,3022,0.6,Preventive Maintenance,44,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,50.0,5.0,40.1,89.6,54.0,No Parts Required,Perform scheduled PM now. PM interval: 200 hrs.
HEMM-DR01,Drill Rig,2021-11-13,1,1,0,6,99.8,3.58,6.89,38.7,85.1,0.83,24.5,162.7,344.8,1564.0,3100,117,27.88,4.4054,73.3,1,2021,11,5,Transmission Failure,Transmission,Critical,5,1,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Above Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Corrective Maintenance,150,50,Breakdown - Immediate Action,149230,26.7,Condition Based Monitoring,179,Team D - General,Good,Good,Good,Warning,Good,Good,Critical,Good,No,No,No,Monitor,No,74.2,27.5,69.0,90.7,5.0,No Parts Required,IMMEDIATE ACTION: Stop machine. Replace Transmission. Contact maintenance team.
HEMM-E003,Excavator,2022-07-01,3,1,1,4,69.4,4.83,1.55,40.6,87.8,0.87,23.6,169.7,323.4,1809.0,6467,116,14.37,0.8568,100.0,0,2022,7,4,None,None,Low,105,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,200,133,PM Not Due,2645,1.0,Preventive Maintenance,95,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,46.1,5.0,35.3,87.4,69.0,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-E003,Excavator,2022-02-13,3,0,1,12,90.3,4.42,2.23,40.5,85.1,0.96,24.8,174.3,306.4,1874.0,5200,110,20.43,1.19,96.3,0,2022,2,6,None,None,Low,118,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,200,200,PM Not Due,6522,0.1,Preventive Maintenance,142,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,56.7,5.0,48.0,91.9,55.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-E002,Excavator,2023-03-28,3,0,0,9,86.9,4.39,2.38,36.7,87.2,0.84,23.6,176.5,320.4,1968.0,1337,103,19.79,1.2093,97.4,0,2023,3,1,None,None,Low,174,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,200,63,PM Not Due,4401,0.9,Condition Based Monitoring,43,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,88.9,72.5,86.6,87.4,52.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-L002,Wheel Loader,2023-03-30,6,2,1,18,83.1,4.83,2.36,38.5,78.5,0.98,24.6,165.2,342.9,1834.0,5625,8,17.2,1.2868,97.5,0,2023,3,3,None,None,Low,62,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,125,PM Not Due,7149,0.1,Condition Based Monitoring,113,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,53.1,91.0,43.8,91.1,52.8,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-B001,Dozer,2022-01-01,0,2,2,9,81.7,4.89,2.03,35.6,83.6,0.83,24.9,171.4,321.4,1752.0,826,18,16.71,1.1587,99.9,0,2022,1,5,None,None,Low,39,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,174,PM Not Due,7066,0.4,Scheduled Maintenance,63,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,93.1,97.0,91.7,92.2,59.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-B003,Dozer,2023-06-13,0,2,2,17,98.1,4.48,2.03,33.3,78.9,0.9,23.4,211.7,323.6,1543.0,2094,54,21.9,1.3156,92.0,0,2023,6,1,None,None,Low,159,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,156,PM Not Due,4962,0.7,Condition Based Monitoring,149,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,82.6,77.4,79.1,86.7,59.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D002,Dumper,2023-06-13,2,1,2,17,81.9,4.51,1.95,46.5,84.1,0.9,23.9,173.2,286.4,1739.0,9021,92,18.16,1.1213,100.0,0,2023,6,1,None,None,Medium,136,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,229,PM Not Due,28918,4.9,Preventive Maintenance,11,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,24.8,5.0,9.8,88.5,61.0,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-E002,Excavator,2023-01-16,3,0,2,3,87.2,4.05,2.98,38.6,82.4,0.92,24.9,182.2,328.8,1825.0,11082,47,21.53,1.6329,93.7,0,2023,1,0,None,None,Medium,151,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,200,118,PM Not Due,16300,4.5,Preventive Maintenance,35,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,7.7,5.0,5.0,92.2,40.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D004,Dumper,2022-09-08,2,2,0,10,75.9,4.25,1.8,40.1,80.4,0.83,24.0,172.7,288.3,1942.0,11126,57,17.86,0.9269,98.1,0,2022,9,3,None,None,Medium,82,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,124,PM Not Due,12279,4.5,Condition Based Monitoring,26,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,7.3,5.0,5.0,88.9,64.0,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-B002,Dozer,2021-09-18,0,1,2,14,93.6,4.27,2.34,26.4,81.1,0.84,24.8,176.6,353.4,1774.0,11094,53,21.92,1.3191,93.2,0,2021,9,5,None,None,Medium,54,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,156,PM Not Due,11501,5.4,Condition Based Monitoring,162,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,7.5,5.0,5.0,91.9,53.2,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-E001,Excavator,2022-09-09,3,0,0,18,73.0,3.42,1.98,36.8,84.8,0.9,24.0,185.2,304.0,1784.0,206,43,21.35,1.1099,94.6,0,2022,9,4,None,None,High,133,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Predictive Maintenance,200,194,PM Not Due,29935,5.0,Scheduled Maintenance,157,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,98.3,98.2,97.9,88.9,60.4,No Parts Required,Schedule maintenance within 48 hours. Check all systems.
HEMM-B003,Dozer,2023-08-11,0,0,2,15,105.6,4.52,2.01,37.9,82.8,0.8,24.4,205.7,297.9,1939.0,11269,32,23.36,1.0366,89.7,0,2023,8,4,None,None,High,142,0,60,105,Above Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Predictive Maintenance,250,231,PM Not Due,33965,6.5,Scheduled Maintenance,97,Team B - Electrical,Warning,Good,Good,Good,Good,Good,Good,Good,Monitor,No,No,No,No,6.1,27.9,5.0,90.4,59.8,No Parts Required,Schedule maintenance within 48 hours. Check all systems.
HEMM-E001,Excavator,2021-06-23,3,0,2,17,63.7,5.0,1.17,36.3,80.5,0.97,24.4,185.3,336.7,1667.0,11076,86,12.74,0.7019,99.4,0,2021,6,2,None,None,Medium,153,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,200,124,PM Not Due,12614,2.4,Scheduled Maintenance,41,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,7.7,5.0,5.0,90.4,76.6,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-E003,Excavator,2022-09-28,3,1,1,7,94.8,3.63,1.69,34.9,92.3,0.83,24.6,189.6,323.5,1972.0,2614,8,26.12,0.857,90.8,0,2022,9,2,None,None,Low,64,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,200,186,PM Not Due,3907,0.5,Preventive Maintenance,5,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,78.2,95.8,73.9,91.1,66.2,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-L001,Wheel Loader,2021-05-30,6,0,1,14,88.5,4.83,1.62,39.2,83.0,0.85,24.0,186.2,331.9,1769.0,10518,78,18.32,0.9158,98.2,0,2021,5,6,None,None,Medium,36,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,232,PM Not Due,13309,5.1,Condition Based Monitoring,125,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,12.4,5.0,5.0,88.9,67.6,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-G002,Grader,2023-10-10,4,0,2,8,95.9,3.72,6.38,42.4,84.1,0.91,24.6,190.1,309.9,1401.0,2617,88,25.78,4.5539,77.5,1,2023,10,1,Transmission Failure,Transmission,Critical,1,1,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Above Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Corrective Maintenance,300,83,Breakdown - Immediate Action,149647,13.1,Corrective Maintenance,21,Team C - Hydraulics,Good,Good,Good,Warning,Good,Good,Critical,Good,No,No,No,Monitor,No,78.2,53.9,73.8,91.1,5.0,No Parts Required,IMMEDIATE ACTION: Stop machine. Replace Transmission. Contact maintenance team.
HEMM-E003,Excavator,2021-12-27,3,2,2,17,84.2,3.8,1.78,42.9,81.9,0.95,24.3,179.4,326.2,1629.0,7811,11,22.16,1.0927,96.5,0,2021,12,0,None,None,Low,54,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,200,189,PM Not Due,4277,0.8,Condition Based Monitoring,2,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,34.9,82.8,21.9,90.0,64.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D004,Dumper,2023-07-24,2,1,2,15,80.0,4.33,1.48,38.5,75.5,0.89,24.8,190.3,329.5,1826.0,11137,72,18.48,0.8105,96.6,0,2023,7,0,None,None,Medium,41,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,113,PM Not Due,24857,5.3,Condition Based Monitoring,2,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,7.2,5.0,5.0,91.9,70.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-DR02,Drill Rig,2023-10-31,1,0,1,18,85.35,4.46,2.92,43.9,83.0,0.85,24.3,194.5,327.4,1788.0,7505,119,19.14,1.6331,96.9,0,2023,10,1,None,None,Low,80,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Scheduled Maintenance,150,145,PM Not Due,18415,4.4,Scheduled Maintenance,46,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,37.5,5.0,25.0,90.0,41.6,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-L001,Wheel Loader,2023-07-11,6,0,2,8,86.2,4.41,2.33,37.4,85.0,0.99,25.3,185.2,317.6,1795.0,10647,40,19.55,1.2981,98.0,0,2023,7,1,None,None,Medium,65,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,103,PM Not Due,21954,6.6,Corrective Maintenance,23,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,11.3,14.8,5.0,93.7,53.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-E003,Excavator,2022-07-17,3,0,1,3,76.0,4.01,2.06,39.2,82.9,0.99,24.7,169.5,277.6,1765.0,11890,41,18.95,1.1671,97.4,0,2022,7,6,None,None,Medium,69,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,200,110,PM Not Due,15329,2.8,Condition Based Monitoring,167,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,5.0,5.0,5.0,91.5,58.8,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-B003,Dozer,2021-06-15,0,1,2,5,84.7,5.21,7.64,47.1,48.7,0.95,24.2,169.1,338.6,1624.0,3988,54,16.26,4.7044,69.8,1,2021,6,1,Tyre Burst,Tyres,Critical,3,1,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Above Normal,20,55,Normal,70,95,Below Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Corrective Maintenance,250,12,Breakdown - Immediate Action,147040,28.1,Corrective Maintenance,152,Team B - Electrical,Good,Critical,Good,Warning,Good,Good,Good,Good,No,Yes,No,Monitor,No,66.8,56.9,60.1,89.6,5.0,Tyre Set,IMMEDIATE ACTION: Stop machine. Replace Tyres. Contact maintenance team.
