Equipment_ID,Equipment_Type,Date,Shift,Operator_Experience_Yr,Road_Condition,Engine_Temp_C,Oil_Pressure_bar,Vibration_mms,Fuel_Consumption_Lhr,Tyre_Pressure_PSI,Coolant_Level,Battery_Voltage_V,Hydraulic_Pressure_bar,Exhaust_Temp_C,RPM,Operating_Hours,Load_Cycles_per_Day,Days_to_Next_Failure,Failure_Component,Failure_Type,Failure,Maintenance_Priority
HEMM-B002,Dozer,2023-04-17,Morning,5,Fair,85.7,4.85,1.61,38.0,86.2,0.85,24.8,181.1,291.2,1892.0,942,9,114,None,None,0,Low
HEMM-D004,Dumper,2021-07-19,Morning,18,Fair,79.7,4.92,1.45,24.2,86.3,0.89,24.7,168.8,335.8,1773.0,2422,54,136,None,None,0,Low
HEMM-SC01,Scraper,2023-05-09,Night,5,Good,80.6,4.29,2.12,41.8,81.2,0.9,23.9,180.2,348.2,1792.0,6997,88,148,None,None,0,Low
HEMM-DR01,Drill Rig,2022-07-27,Morning,12,Fair,88.6,4.65,1.75,39.9,78.9,0.77,24.2,167.4,329.7,1776.0,3759,61,163,None,None,0,Low
HEMM-G001,Grader,2021-07-23,Night,12,Poor,76.9,4.96,2.53,37.4,73.5,0.87,24.2,175.0,339.9,1855.0,9120,120,63,None,None,0,Medium
HEMM-G002,Grader,2022-07-20,Morning,4,Poor,78.3,4.23,1.19,41.8,87.0,0.91,25.0,175.7,328.1,1798.0,7650,16,62,None,None,0,Low
HEMM-D001,Dumper,2021-04-14,Afternoon,8,Poor,88.0,4.18,2.48,32.4,80.4,0.96,24.8,188.7,293.1,1813.0,2263,105,67,None,None,0,Low
HEMM-SC01,Scraper,2022-03-01,Night,7,Good,100.5,4.26,1.92,35.5,87.8,0.94,24.4,183.0,325.6,1875.0,4017,47,163,None,None,0,High
HEMM-D001,Dumper,2022-07-22,Morning,5,Good,90.4,4.23,1.95,33.1,86.4,0.89,24.4,125.7,318.7,1781.0,9050,37,0,Hydraulics,Hydraulic Failure,1,Critical
HEMM-D001,Dumper,2023-01-04,Morning,19,Good,77.5,4.72,2.35,43.0,90.2,0.91,25.6,185.3,290.6,1774.0,5504,7,90,None,None,0,Low
HEMM-D005,Dumper,2023-05-13,Night,4,Fair,84.0,4.41,2.03,35.1,85.3,0.77,24.2,187.5,302.3,1734.0,1241,65,37,None,None,0,Low
HEMM-L002,Wheel Loader,2021-08-12,Afternoon,17,Good,86.2,4.36,2.32,40.8,91.0,0.96,24.2,163.1,337.0,1732.0,3829,83,178,None,None,0,Low
HEMM-L002,Wheel Loader,2022-09-10,Afternoon,1,Fair,77.6,4.6,2.39,40.5,82.8,0.88,25.0,161.9,306.2,1947.0,1196,66,134,None,None,0,Low
HEMM-D004,Dumper,2023-10-02,Night,15,Good,82.2,4.11,1.81,45.2,80.9,0.91,24.1,183.9,334.5,1733.0,1404,120,96,None,None,0,Low
HEMM-D005,Dumper,2021-05-15,Morning,9,Poor,88.4,4.56,2.59,41.1,91.2,0.77,24.6,172.6,293.6,1739.0,10428,86,165,None,None,0,Medium
HEMM-B003,Dozer,2023-02-20,Night,17,Poor,84.7,4.43,1.36,30.9,71.6,0.91,23.2,165.5,369.7,1730.0,5031,63,78,None,None,0,Low
HEMM-D004,Dumper,2021-08-23,Night,18,Fair,93.7,4.27,2.19,51.7,83.5,0.85,24.4,182.1,305.0,1768.0,3722,60,70,None,None,0,Low
HEMM-DR01,Drill Rig,2022-11-26,Afternoon,13,Good,78.6,4.47,1.76,45.4,79.2,0.97,23.9,188.4,296.0,1903.0,7015,98,119,None,None,0,Low
HEMM-B003,Dozer,2022-06-07,Afternoon,5,Good,86.2,4.25,6.97,39.7,52.2,0.84,23.4,177.9,300.3,1787.0,11452,65,1,Tyres,Tyre Burst,1,Critical
HEMM-DR01,Drill Rig,2021-07-17,Night,12,Good,85.6,5.21,1.57,42.0,83.2,0.9,23.9,180.1,329.0,1693.0,2331,76,146,None,None,0,Low
HEMM-SC01,Scraper,2022-11-07,Night,4,Poor,75.9,4.54,1.99,37.0,81.5,0.89,23.6,160.4,334.7,1886.0,6930,50,57,None,None,0,Low
HEMM-DR01,Drill Rig,2021-04-16,Afternoon,20,Good,95.3,4.92,1.87,34.3,81.3,0.89,24.6,190.5,308.8,1667.0,5319,50,108,None,None,0,Low
HEMM-E002,Excavator,2021-11-13,Night,16,Good,82.1,4.59,1.89,37.6,84.3,0.88,23.3,184.5,299.4,1785.0,3874,113,175,None,None,0,Low
HEMM-SC01,Scraper,2023-01-23,Morning,9,Fair,88.4,3.93,2.49,37.2,79.1,0.83,25.0,196.2,295.3,1741.0,9606,33,94,None,None,0,Medium
HEMM-SC01,Scraper,2021-02-23,Night,9,Fair,85.2,4.67,1.29,30.7,78.6,0.87,24.3,180.5,319.0,1660.0,674,28,64,None,None,0,Low
HEMM-B002,Dozer,2022-11-27,Afternoon,1,Good,73.4,4.6,2.36,30.3,76.1,0.84,23.9,181.4,354.7,2023.0,3172,116,115,None,None,0,Low
HEMM-G002,Grader,2021-05-23,Morning,1,Poor,90.3,4.3,2.42,35.7,78.6,0.88,24.8,168.9,334.9,1817.0,1703,100,158,None,None,0,Low
HEMM-DR01,Drill Rig,2023-07-19,Afternoon,6,Poor,95.1,4.07,2.1,48.4,78.3,0.87,24.6,189.0,359.2,1913.0,6262,44,114,None,None,0,Low
HEMM-D003,Dumper,2021-04-18,Morning,6,Poor,85.7,3.64,6.14,39.4,83.0,0.9,24.0,174.1,278.0,1241.0,10322,11,7,Transmission,Transmission Failure,1,Critical
HEMM-L001,Wheel Loader,2023-06-25,Afternoon,9,Poor,85.6,4.51,8.02,39.1,48.5,0.87,24.5,160.8,373.5,1896.0,3731,101,6,Tyres,Tyre Burst,1,Critical
HEMM-B002,Dozer,2023-09-24,Night,10,Fair,95.9,4.17,1.96,42.8,90.4,0.9,23.9,178.9,347.8,1698.0,944,33,92,None,None,0,Low
HEMM-D002,Dumper,2021-01-16,Morning,10,Good,78.6,4.45,2.4,49.7,82.8,0.98,24.5,176.1,342.5,1895.0,3660,103,83,None,None,0,Low
HEMM-B002,Dozer,2022-11-03,Morning,1,Fair,102.9,4.68,5.94,40.4,86.9,0.88,24.1,178.8,312.9,1992.0,8349,100,6,Brakes,Brake Failure,1,Critical
HEMM-L002,Wheel Loader,2022-12-27,Morning,13,Good,86.5,4.98,2.28,39.8,86.3,0.77,24.1,179.8,287.2,1637.0,893,60,131,None,None,0,Low
HEMM-D003,Dumper,2022-10-04,Night,14,Poor,88.8,3.76,2.44,47.4,79.1,0.96,24.7,178.6,287.6,1845.0,9594,56,140,None,None,0,Medium
HEMM-B002,Dozer,2021-08-24,Afternoon,1,Poor,79.0,4.67,1.86,30.0,79.0,0.79,25.1,182.8,290.5,1826.0,5521,26,42,None,None,0,Low
HEMM-G001,Grader,2021-06-30,Afternoon,4,Poor,71.8,4.98,1.66,39.7,82.0,0.86,25.0,198.0,344.8,1821.0,4186,60,43,None,None,0,Low
HEMM-D003,Dumper,2023-03-22,Afternoon,11,Good,81.1,3.87,5.41,32.6,77.9,0.89,24.2,195.6,331.1,2045.0,3830,47,1,Brakes,Brake Failure,1,Critical
HEMM-G001,Grader,2022-12-21,Night,5,Good,85.0,4.5,1.87,38.8,85.3,0.83,24.1,177.3,304.4,1873.0,4071,18,129,None,None,0,Low
HEMM-E001,Excavator,2021-11-10,Night,3,Poor,81.1,3.75,1.52,38.9,83.8,0.78,24.5,174.5,303.2,1841.0,3102,103,178,None,None,0,Low
HEMM-DR02,Drill Rig,2022-10-24,Night,11,Good,83.7,4.58,1.74,36.0,83.6,0.82,24.6,202.4,311.8,1557.0,2673,61,70,None,None,0,Low
HEMM-B002,Dozer,2022-07-17,Night,2,Good,84.8,4.1,1.98,44.4,84.5,0.75,24.4,183.3,276.7,1934.0,5966,69,159,None,None,0,Low
HEMM-DR02,Drill Rig,2021-03-19,Morning,12,Poor,90.0,4.04,2.42,37.6,84.7,0.9,24.0,172.6,311.6,1927.0,4903,14,57,None,None,0,Low
HEMM-D003,Dumper,2023-11-05,Afternoon,15,Poor,91.5,4.36,2.79,34.0,82.6,0.76,25.0,185.2,324.6,1948.0,9708,75,76,None,None,0,Medium
HEMM-DR02,Drill Rig,2022-01-21,Afternoon,20,Good,72.8,4.05,1.91,24.8,85.1,0.9,23.3,179.8,314.7,1802.0,7992,69,94,None,None,0,Low
HEMM-DR02,Drill Rig,2021-07-31,Afternoon,3,Good,124.2,4.92,1.71,38.6,88.2,0.65,24.8,185.9,312.9,1743.0,8466,87,7,Cooling System,Cooling System Failure,1,Critical
HEMM-L002,Wheel Loader,2023-12-07,Night,6,Fair,92.6,5.27,2.75,41.9,86.1,0.92,24.6,192.6,323.6,1645.0,6162,52,74,None,None,0,Low
HEMM-B003,Dozer,2021-04-18,Night,11,Good,91.3,3.86,1.67,37.5,75.4,0.94,24.2,179.6,330.7,1805.0,1279,47,57,None,None,0,Low
HEMM-G002,Grader,2022-08-05,Afternoon,20,Good,79.6,4.75,2.31,45.2,77.5,1.0,24.0,189.0,321.2,1844.0,2663,47,94,None,None,0,Low
HEMM-D005,Dumper,2022-12-18,Afternoon,13,Poor,76.7,4.76,1.91,36.7,74.7,0.97,24.3,181.5,303.3,2009.0,2312,81,83,None,None,0,Low
HEMM-B002,Dozer,2023-02-11,Night,11,Poor,71.5,4.21,1.72,44.3,84.6,0.94,24.6,166.9,323.8,2029.0,2293,90,35,None,None,0,Low
HEMM-L002,Wheel Loader,2021-07-11,Night,14,Good,72.5,3.93,1.89,35.9,84.4,0.99,24.5,183.3,311.5,1638.0,8531,51,48,None,None,0,Medium
HEMM-E001,Excavator,2022-03-15,Afternoon,16,Good,81.0,4.27,7.21,41.8,54.6,0.85,24.0,190.5,313.6,1727.0,3345,33,4,Tyres,Tyre Burst,1,Critical
HEMM-L002,Wheel Loader,2023-12-15,Morning,11,Poor,93.4,4.59,1.52,38.0,88.2,0.75,23.9,186.0,337.6,1755.0,10325,21,120,None,None,0,Medium
HEMM-E001,Excavator,2022-01-06,Night,20,Fair,78.2,4.17,5.07,36.9,82.0,0.88,24.8,202.6,313.9,2049.0,2912,97,5,Brakes,Brake Failure,1,Critical
HEMM-DR02,Drill Rig,2022-08-07,Night,15,Good,79.6,4.66,1.37,44.9,77.0,0.81,24.5,170.5,311.9,1869.0,4033,73,97,None,None,0,Low
HEMM-L001,Wheel Loader,2022-02-02,Afternoon,19,Fair,72.7,5.29,2.22,51.2,78.8,0.84,25.0,178.1,338.4,1787.0,7418,64,172,None,None,0,Low
HEMM-L002,Wheel Loader,2023-12-17,Afternoon,6,Poor,132.3,3.93,2.09,41.0,77.9,0.54,24.5,176.8,383.7,1707.0,3471,107,4,Engine,Engine Overheat,1,Critical
HEMM-L001,Wheel Loader,2023-01-31,Night,4,Poor,93.3,4.8,1.62,40.1,82.4,0.82,25.0,175.0,318.4,1835.0,11855,113,86,None,None,0,Medium
HEMM-B002,Dozer,2021-06-21,Morning,9,Poor,81.1,4.24,5.96,44.8,50.2,0.8,25.0,178.4,342.1,1709.0,7561,120,6,Tyres,Tyre Burst,1,Critical
HEMM-E003,Excavator,2023-07-13,Afternoon,1,Fair,94.6,4.11,1.81,40.3,85.1,0.95,24.4,194.6,285.6,1740.0,6997,11,60,None,None,0,Low
HEMM-E003,Excavator,2023-03-02,Morning,12,Fair,86.8,4.55,1.3,41.9,76.4,0.87,24.7,178.5,301.5,1833.0,3878,8,130,None,None,0,Low
HEMM-B003,Dozer,2021-10-27,Morning,2,Fair,85.3,4.12,1.08,38.8,86.3,0.87,25.0,182.3,330.0,1867.0,4900,111,110,None,None,0,Low
HEMM-D005,Dumper,2023-08-19,Afternoon,20,Good,88.4,3.19,1.82,33.3,83.8,0.78,24.9,136.2,352.7,1586.0,286,120,3,Hydraulics,Hydraulic Failure,1,Critical
HEMM-SC01,Scraper,2023-12-17,Afternoon,4,Fair,90.6,3.37,5.12,37.6,75.9,0.93,24.3,181.9,346.4,1568.0,4920,35,3,Transmission,Transmission Failure,1,Critical
HEMM-DR02,Drill Rig,2021-05-09,Morning,16,Good,85.3,4.57,2.09,43.3,88.0,0.83,24.5,193.5,315.9,1753.0,9976,73,148,None,None,0,Medium
HEMM-E003,Excavator,2021-10-22,Afternoon,14,Fair,94.7,4.6,1.85,38.7,74.9,0.83,24.7,192.5,289.7,1922.0,225,83,107,None,None,0,Low
HEMM-DR01,Drill Rig,2022-01-19,Night,3,Good,78.1,3.93,2.24,34.6,81.1,0.83,24.2,182.1,309.9,1675.0,8776,51,62,None,None,0,Medium
HEMM-SC01,Scraper,2023-11-06,Night,18,Fair,108.8,4.96,1.53,55.8,88.1,0.78,24.3,170.4,300.9,1834.0,533,54,6,Fuel System,Fuel System Failure,1,Critical
HEMM-B001,Dozer,2021-02-03,Afternoon,3,Poor,84.6,5.11,1.75,34.8,88.8,0.84,23.8,173.5,318.3,1655.0,5849,35,31,None,None,0,Low
HEMM-D004,Dumper,2022-11-12,Morning,2,Fair,92.6,3.99,2.04,40.0,81.7,0.77,24.6,196.7,346.8,1670.0,5972,74,63,None,None,0,Low
HEMM-E001,Excavator,2023-08-10,Night,16,Good,135.1,4.14,2.58,38.8,90.5,0.54,24.9,205.2,423.2,1702.0,10550,28,7,Engine,Engine Overheat,1,Critical
HEMM-B002,Dozer,2022-02-17,Morning,7,Fair,93.4,4.97,1.91,37.8,75.9,0.86,24.8,178.9,329.9,1761.0,886,45,61,None,None,0,Low
HEMM-SC01,Scraper,2023-08-28,Afternoon,2,Fair,88.4,4.76,1.55,46.5,81.9,0.83,24.7,183.0,321.1,1935.0,10798,29,176,None,None,0,Medium
HEMM-D002,Dumper,2022-11-11,Afternoon,4,Fair,99.0,5.05,1.48,41.4,80.0,0.8,24.6,183.6,331.4,1730.0,6229,60,63,None,None,0,Low
HEMM-G002,Grader,2022-11-26,Morning,16,Fair,78.0,4.47,1.71,41.4,87.9,0.92,24.7,184.5,292.0,1821.0,11538,68,131,None,None,0,Medium
HEMM-L002,Wheel Loader,2022-07-01,Morning,14,Poor,92.0,4.85,1.69,38.2,84.7,0.9,24.4,162.8,325.7,1881.0,1493,60,166,None,None,0,Low
HEMM-E001,Excavator,2022-08-25,Afternoon,4,Poor,82.8,4.9,1.91,43.3,83.7,0.87,23.9,181.1,312.1,1940.0,1511,46,92,None,None,0,Low
HEMM-DR02,Drill Rig,2023-05-23,Morning,15,Good,81.2,3.79,1.72,38.0,85.2,0.78,24.5,175.1,348.9,1674.0,5959,62,67,None,None,0,Low
HEMM-G001,Grader,2023-06-10,Afternoon,2,Poor,91.5,4.52,1.6,42.3,85.8,0.96,25.2,177.6,357.4,1601.0,1429,90,50,None,None,0,Low
HEMM-L002,Wheel Loader,2021-11-24,Morning,5,Fair,82.8,4.56,4.25,38.6,84.5,0.95,24.2,166.1,349.0,1888.0,10154,91,1,Brakes,Brake Failure,1,Critical
HEMM-G001,Grader,2023-01-12,Afternoon,19,Good,78.9,4.57,3.19,39.8,80.7,0.92,24.6,181.6,312.2,1959.0,730,82,58,None,None,0,Low
HEMM-G001,Grader,2023-02-01,Afternoon,3,Poor,66.4,4.07,1.69,45.4,71.0,0.94,24.3,181.0,342.4,1732.0,9603,22,62,None,None,0,Medium
HEMM-B003,Dozer,2022-07-25,Morning,4,Good,92.7,4.1,1.29,40.9,83.4,0.78,25.1,198.3,314.9,1766.0,624,99,40,None,None,0,Low
HEMM-G002,Grader,2021-08-30,Afternoon,9,Good,74.0,4.27,2.41,48.4,75.7,0.89,23.6,190.9,341.1,1800.0,11734,62,170,None,None,0,Medium
HEMM-B002,Dozer,2023-10-03,Morning,4,Good,74.6,4.63,2.37,32.9,82.3,0.9,24.3,172.1,328.7,1719.0,2423,114,100,None,None,0,Low
HEMM-DR02,Drill Rig,2021-06-29,Night,11,Poor,87.3,4.33,2.44,41.6,86.1,0.92,21.6,189.4,315.5,1873.0,11141,49,4,Electrical,Electrical Fault,1,Critical
HEMM-E001,Excavator,2021-12-23,Afternoon,17,Good,77.5,4.61,2.7,39.9,83.6,0.96,23.5,178.1,315.2,1943.0,3873,20,112,None,None,0,Low
HEMM-E003,Excavator,2023-10-09,Morning,12,Fair,82.1,4.99,1.87,37.9,89.0,0.75,24.0,171.0,306.5,1797.0,9277,78,133,None,None,0,Medium
HEMM-SC01,Scraper,2021-09-23,Night,3,Fair,80.3,4.26,2.08,44.0,80.0,0.86,24.0,173.1,294.9,1653.0,1277,44,88,None,None,0,Low
HEMM-L001,Wheel Loader,2023-12-13,Afternoon,14,Good,77.9,5.08,1.82,37.4,84.3,0.84,24.4,183.2,326.1,1945.0,9619,14,90,None,None,0,Medium
HEMM-D003,Dumper,2023-07-11,Afternoon,17,Poor,73.9,3.84,2.73,44.0,93.0,0.84,25.1,187.7,304.0,1951.0,5844,21,121,None,None,0,Low
HEMM-E001,Excavator,2021-09-22,Afternoon,17,Good,86.2,4.45,2.14,39.1,84.2,0.91,25.2,181.9,338.8,1697.0,1107,111,42,None,None,0,Low
HEMM-B002,Dozer,2021-12-04,Morning,11,Fair,88.2,4.18,2.6,31.7,83.4,0.9,25.0,188.6,361.5,1942.0,11821,33,169,None,None,0,Medium
HEMM-L002,Wheel Loader,2022-08-05,Morning,9,Poor,70.5,3.67,1.97,40.7,88.5,0.91,25.7,171.9,334.7,1930.0,3416,86,178,None,None,0,Low
HEMM-B002,Dozer,2023-12-29,Morning,17,Poor,85.9,4.09,2.28,30.4,84.5,0.92,24.8,186.3,306.1,1858.0,10701,26,113,None,None,0,Medium
HEMM-D005,Dumper,2021-12-17,Night,20,Poor,90.9,4.83,5.81,35.5,37.4,0.85,24.4,189.8,327.1,1764.0,10114,48,0,Tyres,Tyre Burst,1,Critical
HEMM-D002,Dumper,2022-06-27,Night,7,Poor,96.4,4.63,2.13,40.3,75.9,0.77,25.1,171.9,327.4,1832.0,9573,58,138,None,None,0,Medium
HEMM-L001,Wheel Loader,2022-08-17,Night,10,Poor,104.6,4.03,1.57,32.2,80.8,0.75,25.0,177.6,309.4,1824.0,8112,36,129,None,None,0,High
HEMM-DR02,Drill Rig,2021-05-30,Night,2,Fair,88.9,4.93,2.81,42.8,83.3,0.9,24.6,180.2,313.0,1956.0,2789,61,103,None,None,0,Low
HEMM-E002,Excavator,2022-11-28,Night,5,Poor,86.9,4.07,2.42,39.0,76.1,0.9,23.8,174.9,364.4,1770.0,5321,115,142,None,None,0,Low
HEMM-G001,Grader,2023-03-28,Morning,12,Good,61.6,4.78,1.98,41.3,82.0,0.96,25.0,176.5,309.6,1815.0,8637,76,88,None,None,0,Medium
HEMM-DR02,Drill Rig,2021-09-08,Afternoon,15,Good,93.1,3.76,4.82,35.6,86.9,0.79,25.3,176.0,356.4,1688.0,4261,23,6,Transmission,Transmission Failure,1,Critical
HEMM-E003,Excavator,2021-11-24,Afternoon,19,Good,88.8,4.43,1.49,47.5,80.1,0.98,24.7,181.3,324.3,1897.0,5323,29,95,None,None,0,Low
HEMM-L002,Wheel Loader,2023-08-15,Afternoon,10,Good,86.2,4.81,1.3,43.6,78.8,0.9,24.4,168.7,332.5,1863.0,8348,7,117,None,None,0,Medium
HEMM-L002,Wheel Loader,2023-07-26,Morning,7,Good,115.6,4.26,1.75,42.3,88.4,0.42,24.3,171.4,279.7,1675.0,9757,50,7,Cooling System,Cooling System Failure,1,Critical
HEMM-B002,Dozer,2021-01-17,Morning,14,Fair,83.4,4.2,1.93,30.3,80.0,0.79,24.4,163.0,310.7,1739.0,2394,117,165,None,None,0,Low
HEMM-G002,Grader,2023-01-20,Morning,13,Poor,93.4,4.32,2.44,31.2,78.0,0.99,24.9,195.0,318.5,1678.0,1038,77,39,None,None,0,Low
HEMM-SC01,Scraper,2022-08-15,Morning,13,Poor,75.7,4.51,1.43,41.9,78.6,0.86,24.5,189.2,309.0,1788.0,8461,62,38,None,None,0,Medium
HEMM-D004,Dumper,2021-09-21,Morning,13,Fair,79.9,4.28,1.56,39.1,82.1,0.92,24.6,169.6,320.3,1765.0,6314,106,106,None,None,0,Low
HEMM-G001,Grader,2021-10-23,Morning,20,Poor,84.6,3.36,2.5,37.7,85.8,0.85,24.3,99.1,280.7,1751.0,8541,56,0,Hydraulics,Hydraulic Failure,1,Critical
HEMM-B003,Dozer,2023-08-29,Night,15,Poor,87.8,3.37,2.03,43.5,82.2,0.85,24.1,142.3,324.7,1778.0,2640,82,5,Hydraulics,Hydraulic Failure,1,Critical
HEMM-G002,Grader,2022-09-05,Night,11,Poor,88.0,4.42,2.03,40.2,80.6,0.95,24.0,172.8,315.4,1918.0,8511,111,98,None,None,0,Medium
HEMM-B002,Dozer,2023-08-31,Morning,12,Good,86.6,4.71,1.61,34.6,79.3,0.97,24.1,171.1,330.7,1923.0,5627,91,110,None,None,0,Low
HEMM-B002,Dozer,2021-02-24,Night,16,Poor,83.9,4.03,1.71,36.7,85.3,0.76,24.5,170.6,306.6,1829.0,4550,88,45,None,None,0,Low
HEMM-D002,Dumper,2023-09-11,Morning,17,Poor,83.5,5.05,2.24,47.4,82.5,0.98,25.2,171.3,360.5,1772.0,10505,97,123,None,None,0,Medium
HEMM-G002,Grader,2021-10-30,Night,8,Poor,109.2,4.06,2.96,39.1,82.1,0.53,24.9,159.2,354.5,1771.0,717,78,0,Cooling System,Cooling System Failure,1,Critical
HEMM-B003,Dozer,2023-05-08,Morning,14,Fair,87.3,4.6,1.64,33.9,79.8,0.84,24.3,192.6,309.3,1836.0,11513,31,46,None,None,0,Medium
HEMM-L001,Wheel Loader,2021-05-08,Night,5,Poor,87.2,3.93,2.08,39.1,81.2,0.83,24.8,175.7,351.3,1775.0,8698,31,144,None,None,0,Medium
HEMM-L001,Wheel Loader,2023-12-13,Afternoon,11,Poor,81.3,4.42,1.97,38.5,83.0,0.98,24.8,165.4,296.6,1915.0,3037,63,67,None,None,0,Low
HEMM-G001,Grader,2022-06-26,Night,16,Fair,77.9,4.88,2.35,45.4,79.6,0.86,24.4,171.8,295.0,1753.0,3350,36,161,None,None,0,Low
HEMM-E003,Excavator,2022-09-02,Afternoon,7,Fair,75.8,4.31,1.83,42.0,78.1,0.82,24.2,160.1,325.3,1873.0,11508,95,133,None,None,0,Medium
HEMM-G001,Grader,2022-07-15,Afternoon,4,Poor,91.9,4.57,2.23,41.5,84.5,0.85,23.9,189.3,315.3,1914.0,9595,91,158,None,None,0,Medium
HEMM-G002,Grader,2022-12-08,Morning,10,Poor,76.1,5.17,1.83,38.7,84.5,0.97,18.4,184.1,299.4,1796.0,889,41,7,Electrical,Electrical Fault,1,Critical
HEMM-L001,Wheel Loader,2022-03-15,Morning,18,Poor,88.3,4.24,2.46,47.1,75.6,0.76,23.9,170.9,323.8,1807.0,4642,76,69,None,None,0,Low
HEMM-D004,Dumper,2022-05-06,Morning,2,Poor,93.6,3.84,1.62,37.4,82.4,0.89,24.0,179.0,323.0,1732.0,11174,120,133,None,None,0,Medium
HEMM-E003,Excavator,2021-04-18,Morning,14,Fair,111.3,4.42,1.62,50.3,83.0,0.52,23.9,179.3,389.9,1757.0,5611,96,2,Engine,Engine Overheat,1,Critical
HEMM-SC01,Scraper,2021-11-20,Afternoon,16,Good,83.8,4.07,2.09,41.2,83.2,0.94,24.3,184.2,321.6,1737.0,8022,88,170,None,None,0,Medium
HEMM-B002,Dozer,2022-10-20,Afternoon,2,Poor,84.5,4.16,2.49,37.7,79.8,0.95,23.8,175.9,343.1,1613.0,1665,88,89,None,None,0,Low
HEMM-D002,Dumper,2021-12-25,Afternoon,6,Fair,81.9,4.63,2.78,37.9,79.9,0.85,24.7,170.2,321.2,1845.0,795,112,43,None,None,0,Low
HEMM-E001,Excavator,2022-08-16,Morning,1,Poor,81.5,4.72,2.03,29.9,86.1,0.81,21.1,184.1,323.4,1788.0,5088,77,5,Electrical,Electrical Fault,1,Critical
HEMM-DR02,Drill Rig,2023-12-10,Afternoon,5,Fair,82.7,4.31,1.88,32.7,74.9,0.92,24.2,182.0,296.0,1760.0,8461,64,173,None,None,0,Medium
HEMM-D004,Dumper,2022-11-09,Morning,15,Poor,84.3,4.29,1.39,39.6,89.0,0.99,24.5,183.5,314.9,1937.0,10821,37,59,None,None,0,Medium
HEMM-B003,Dozer,2022-08-28,Night,7,Poor,96.4,4.58,2.65,34.3,89.3,0.93,24.4,182.7,323.0,1925.0,3075,83,151,None,None,0,Low
HEMM-DR01,Drill Rig,2023-11-22,Afternoon,3,Good,81.8,4.39,2.0,45.9,75.7,0.89,24.3,185.0,314.4,1834.0,6767,90,96,None,None,0,Low
HEMM-D005,Dumper,2023-09-05,Afternoon,8,Fair,83.0,4.72,2.33,32.7,86.8,0.81,24.7,176.3,315.2,1929.0,311,38,179,None,None,0,Low
HEMM-B001,Dozer,2022-11-07,Afternoon,19,Fair,79.3,4.84,2.66,43.4,79.1,0.98,24.7,184.4,297.0,1728.0,9586,6,59,None,None,0,Medium
HEMM-E003,Excavator,2021-05-08,Night,4,Good,76.8,4.32,2.14,29.3,89.9,0.95,25.0,191.1,341.7,1743.0,7825,44,54,None,None,0,Low
HEMM-L002,Wheel Loader,2022-09-29,Night,4,Fair,93.4,5.16,1.81,34.9,84.0,0.98,24.3,174.1,317.9,1808.0,10664,42,47,None,None,0,Medium
HEMM-E003,Excavator,2021-10-01,Afternoon,5,Poor,80.8,4.67,2.27,32.5,78.8,0.92,25.0,160.3,368.6,1930.0,7654,100,101,None,None,0,Low
HEMM-SC01,Scraper,2023-08-23,Night,7,Poor,83.1,4.81,1.75,38.3,86.8,0.95,24.4,172.9,305.8,1789.0,4254,92,122,None,None,0,Low
HEMM-D003,Dumper,2023-12-13,Afternoon,17,Good,77.8,3.92,2.34,33.3,77.1,0.92,24.7,185.2,317.6,1977.0,11730,51,48,None,None,0,Medium
HEMM-D004,Dumper,2021-05-07,Night,17,Poor,107.6,4.25,2.21,36.7,88.7,0.4,24.7,170.1,315.1,1839.0,3512,78,5,Cooling System,Cooling System Failure,1,Critical
HEMM-D004,Dumper,2022-02-25,Night,19,Poor,81.9,4.71,1.54,40.6,80.7,0.97,24.0,172.5,290.7,1750.0,8208,16,108,None,None,0,Medium
HEMM-D002,Dumper,2023-07-18,Morning,17,Poor,89.1,4.89,1.85,43.9,83.9,0.84,18.2,168.0,337.9,1889.0,7006,63,7,Electrical,Electrical Fault,1,Critical
HEMM-D001,Dumper,2023-03-22,Afternoon,1,Good,99.6,4.35,7.27,48.6,41.7,0.92,25.6,180.1,318.9,1762.0,3770,79,5,Tyres,Tyre Burst,1,Critical
HEMM-SC01,Scraper,2021-05-04,Morning,16,Fair,77.4,3.16,4.69,42.2,85.6,0.83,24.7,189.0,353.8,1719.0,719,41,2,Transmission,Transmission Failure,1,Critical
HEMM-G001,Grader,2023-02-23,Afternoon,13,Poor,92.3,4.49,1.85,37.2,83.6,0.92,23.9,187.7,296.7,1861.0,6354,15,136,None,None,0,Low
HEMM-SC01,Scraper,2021-09-30,Night,12,Poor,87.9,4.01,1.6,36.8,82.3,0.95,24.3,179.4,344.6,1869.0,2143,27,159,None,None,0,Low
HEMM-D005,Dumper,2022-04-02,Morning,1,Poor,93.9,4.59,2.03,46.1,89.8,0.88,23.7,190.6,316.5,1877.0,5088,64,65,None,None,0,Low
HEMM-DR01,Drill Rig,2023-12-26,Afternoon,8,Fair,72.3,4.85,7.14,43.5,49.4,0.94,24.8,172.0,312.5,1744.0,4255,63,3,Tyres,Tyre Burst,1,Critical
HEMM-D002,Dumper,2023-05-09,Night,1,Good,107.4,3.71,2.28,34.2,83.1,0.53,24.9,187.2,301.7,1936.0,4143,31,0,Cooling System,Cooling System Failure,1,Critical
